UUUUU  0 ns
#1
UUUU1  6.10308 ns
U1UU1  6.644117 ns
01UU1  7.34804 ns
010U1  8.372429 ns
01111  2105.90166 ns
01110  2106.846977 ns
01100  2107.045075 ns
01110  2107.555826 ns
01010  2107.998388 ns
00010  2203.911249 ns
00110  2204.873894 ns
00111  2205.507206 ns
00101  2205.705304 ns
00100  2207.90755 ns
00110  2208.105648 ns
00100  2208.616399 ns
00000  2209.058961 ns
01000  2405.449948 ns
11000  2405.81466 ns
11010  2406.258252 ns
10010  2406.369966 ns
10110  2406.412593 ns
00110  2406.526089 ns
00010  2406.700814 ns
00011  2406.959677 ns
01011  2505.18419 ns
01111  2506.146835 ns
11111  2507.550587 ns
11110  2507.984175 ns
11111  2604.301991 ns
11101  2604.500089 ns
01101  2605.12154 ns
00101  2605.475528 ns
00100  2605.555128 ns
00110  2606.283832 ns
00010  2606.438173 ns
00110  2606.726394 ns
01110  2704.289571 ns
01010  2705.252216 ns
11010  2705.346354 ns
10010  2705.90166 ns
10011  2706.731038 ns
10001  2706.929136 ns
00001  2707.550587 ns
00000  2707.984175 ns
01000  2804.289571 ns
00000  2805.449948 ns
00010  2806.258252 ns
00110  2806.700814 ns
00111  2807.014815 ns
00101  2807.212913 ns
10101  2905.436338 ns
11101  2905.991644 ns
01101  2906.147767 ns
00101  2906.344567 ns
00100  2906.581355 ns
00110  2907.152871 ns
00010  2907.307212 ns
00110  2907.595433 ns
01110  3004.289571 ns
01010  3005.252216 ns
11010  3005.346354 ns
10010  3005.90166 ns
10011  3006.846977 ns
10001  3007.045075 ns
10011  3007.555826 ns
10111  3007.998388 ns
10110  3104.301991 ns
10100  3104.500089 ns
00100  3105.12154 ns
01100  3106.344567 ns
01000  3107.307212 ns
11000  3107.834364 ns
#47
11001  3.607271 ns
10001  4.146016 ns
00001  4.383913 ns
00011  5.132616 ns
00111  6.807318 ns
01111  7.68159 ns
01011  8.742295 ns
01001  8.865703 ns
00001  102.670892 ns
10001  102.908789 ns
10101  103.264246 ns
00101  103.37704 ns
01101  104.146016 ns
11101  104.383913 ns
01101  104.864537 ns
00101  105.385312 ns
01101  105.613642 ns
11101  105.623209 ns
10101  202.670892 ns
10100  202.703485 ns
00100  202.908789 ns
10100  203.589528 ns
10101  204.03472 ns
00101  204.937561 ns
00100  204.98853 ns
00110  206.513875 ns
00111  302.703485 ns
00011  303.393612 ns
10011  303.589528 ns
10010  304.03472 ns
11010  304.267884 ns
11011  304.98853 ns
11111  305.328589 ns
11101  305.451997 ns
11100  306.246998 ns
11110  306.513875 ns
10110  402.670892 ns
10111  402.703485 ns
00111  402.908789 ns
10111  404.864537 ns
10110  404.98853 ns
10010  405.332194 ns
11010  405.385312 ns
01010  405.623209 ns
00010  406.206466 ns
00011  407.522007 ns
01011  502.670892 ns
11011  502.908789 ns
11111  503.264246 ns
10111  504.146016 ns
00111  504.383913 ns
00011  504.73937 ns
10011  504.864537 ns
10010  504.98853 ns
11010  505.385312 ns
01010  505.623209 ns
01000  506.513875 ns
01100  506.833782 ns
01110  506.95719 ns
01111  507.522007 ns
01110  604.134449 ns
01010  604.73937 ns
01011  605.088259 ns
00011  605.613642 ns
00111  606.933511 ns
00101  607.056919 ns
01101  704.275033 ns
01001  704.297398 ns
11001  704.51293 ns
11000  705.088259 ns
10000  705.17167 ns
10100  706.232375 ns
10110  706.355783 ns
10100  706.613604 ns
10000  706.807318 ns
11000  707.68159 ns
11100  708.742295 ns
11110  708.865703 ns
10110  802.670892 ns
00110  802.908789 ns
00010  803.264246 ns
01010  804.138518 ns
01011  805.088259 ns
00011  805.329319 ns
10011  805.567216 ns
10001  806.613604 ns
00001  903.37704 ns
00000  903.822232 ns
01000  904.146016 ns
11000  904.383913 ns
11100  904.73937 ns
11110  905.347577 ns
10110  905.613642 ns
10111  906.03451 ns
10110  1002.703485 ns
10010  1003.393612 ns
11010  1004.146016 ns
01010  1004.383913 ns
01110  1004.73937 ns
01111  1004.98853 ns
01011  1005.328589 ns
01001  1005.451997 ns
00001  1102.670892 ns
10001  1102.908789 ns
10101  1103.264246 ns
10100  1103.607271 ns
11100  1104.146016 ns
01100  1104.383913 ns
01101  1105.088259 ns
00101  1105.329319 ns
10101  1105.567216 ns
10001  1105.922673 ns
10101  1106.232375 ns
10111  1106.355783 ns
11111  1302.670892 ns
11110  1302.703485 ns
01110  1302.908789 ns
01100  1304.22883 ns
01000  1304.548737 ns
01010  1304.672145 ns
01110  1305.332194 ns
00110  1306.206466 ns
01110  1402.670892 ns
11110  1402.908789 ns
11010  1403.264246 ns
10010  1404.146016 ns
00010  1404.383913 ns
00110  1404.73937 ns
10110  1503.37704 ns
10111  1503.822232 ns
11111  1504.146016 ns
01111  1504.383913 ns
01011  1504.73937 ns
01001  1505.347577 ns
00001  1505.613642 ns
00000  1506.03451 ns
10000  1603.450064 ns
10001  1603.895256 ns
11001  1604.146016 ns
01001  1604.383913 ns
01101  1604.73937 ns
11101  1604.937561 ns
11111  1605.420601 ns
10111  1605.458336 ns
11111  1605.613642 ns
01111  1605.696233 ns
01011  1606.807318 ns
00011  1607.68159 ns
00111  1608.742295 ns
00101  1608.865703 ns
01101  1702.670892 ns
11101  1702.908789 ns
11001  1703.264246 ns
01001  1703.450064 ns
01000  1703.895256 ns
00000  1704.146016 ns
10000  1704.383913 ns
10100  1704.73937 ns
11100  1705.329319 ns
11110  1705.420601 ns
01110  1705.567216 ns
01010  1705.922673 ns
01011  1706.107534 ns
00011  1706.796945 ns
10011  1804.937561 ns
10010  1805.088259 ns
11010  1805.458336 ns
01010  1805.696233 ns
01000  1806.613604 ns
01100  1806.933511 ns
01110  1807.056919 ns
01111  1807.595031 ns
01110  1904.134449 ns
01010  1904.73937 ns
01011  1905.088259 ns
00011  1905.613642 ns
00111  1906.933511 ns
00101  1907.056919 ns
00100  2002.703485 ns
00000  2003.393612 ns
01000  2004.146016 ns
11000  2004.383913 ns
11100  2004.73937 ns
11101  2004.98853 ns
11001  2005.328589 ns
11011  2005.451997 ns
11010  2103.607271 ns
10010  2104.146016 ns
00010  2104.383913 ns
00000  2105.132616 ns
00100  2106.807318 ns
01100  2107.68159 ns
01000  2108.742295 ns
01010  2108.865703 ns
00010  2202.670892 ns
10010  2202.908789 ns
10110  2203.264246 ns
00110  2203.589528 ns
00111  2204.03472 ns
01111  2204.146016 ns
11111  2204.383913 ns
11011  2204.73937 ns
01011  2204.937561 ns
01010  2204.98853 ns
01110  2205.922673 ns
00110  2206.796945 ns
00010  2206.833782 ns
00000  2206.95719 ns
10000  2403.754258 ns
11000  2404.275033 ns
01000  2404.51293 ns
01001  2406.411728 ns
01101  2406.807318 ns
00101  2407.68159 ns
00001  2408.742295 ns
00011  2408.865703 ns
01011  2502.670892 ns
01010  2502.703485 ns
11010  2502.908789 ns
01010  2504.864537 ns
01011  2504.98853 ns
01111  2505.332194 ns
00111  2505.385312 ns
10111  2505.623209 ns
11111  2506.206466 ns
11110  2507.522007 ns
10110  2602.670892 ns
00110  2602.908789 ns
00010  2603.264246 ns
10010  2603.689257 ns
11010  2604.146016 ns
01010  2604.383913 ns
01011  2605.088259 ns
00011  2605.613642 ns
00111  2606.232375 ns
00110  2606.346727 ns
00100  2606.355783 ns
00110  2606.613604 ns
10110  2703.37704 ns
10111  2703.822232 ns
11111  2704.146016 ns
01111  2704.383913 ns
01011  2704.73937 ns
01001  2705.347577 ns
00001  2705.613642 ns
00000  2706.03451 ns
10000  2803.450064 ns
10001  2803.895256 ns
11001  2804.146016 ns
01001  2804.383913 ns
01101  2804.73937 ns
11101  2804.937561 ns
11111  2805.420601 ns
10111  2805.458336 ns
11111  2805.613642 ns
01111  2805.696233 ns
01011  2806.807318 ns
00011  2807.68159 ns
00111  2808.742295 ns
00101  2808.865703 ns
01101  2902.670892 ns
11101  2902.908789 ns
11001  2903.264246 ns
10001  2904.138518 ns
00001  2904.937561 ns
00101  2907.267171 ns
00111  2907.390579 ns
00110  2907.595031 ns
00111  3003.607271 ns
01111  3004.146016 ns
11111  3004.383913 ns
11101  3005.132616 ns
11001  3006.807318 ns
10001  3007.68159 ns
10101  3008.742295 ns
10111  3008.865703 ns
11111  3102.670892 ns
01111  3102.908789 ns
01011  3103.264246 ns
00011  3104.138518 ns
00010  3105.088259 ns
01010  3105.329319 ns
11010  3105.567216 ns
11000  3106.613604 ns
#48
01000  4.603022 ns
00000  5.598575 ns
00010  6.059645 ns
01010  6.587752 ns
01110  6.759411 ns
01010  6.88034 ns
01000  7.375342 ns
01001  8.198061 ns
11001  102.807195 ns
01001  104.603022 ns
11001  106.557956 ns
10001  106.772278 ns
10101  107.064866 ns
11101  107.553509 ns
01101  202.807195 ns
00101  203.802748 ns
01101  204.791925 ns
01001  205.084513 ns
11001  205.614991 ns
11011  206.142204 ns
01011  207.087569 ns
00011  207.599721 ns
00111  207.892309 ns
00110  208.28062 ns
10110  304.502109 ns
11110  305.921685 ns
11100  306.142204 ns
11000  306.214273 ns
11100  306.326575 ns
11101  306.591474 ns
11111  306.942506 ns
11110  308.28062 ns
01110  402.807195 ns
00110  403.802748 ns
10110  404.293763 ns
11110  404.791925 ns
11010  405.084513 ns
11011  406.383128 ns
01011  406.557956 ns
00011  407.553509 ns
10011  502.807195 ns
00011  504.293763 ns
10011  504.603022 ns
10001  505.178606 ns
10101  505.878372 ns
10100  506.383128 ns
10110  506.494303 ns
00110  506.557956 ns
00111  507.317022 ns
01111  507.553509 ns
11111  603.811407 ns
01111  604.603022 ns
11111  605.452316 ns
01111  606.0756 ns
01101  606.128813 ns
00101  606.587752 ns
00001  606.828579 ns
00101  606.88034 ns
00111  607.092411 ns
00101  607.44451 ns
10101  703.811407 ns
00101  705.452316 ns
10101  706.0756 ns
11101  707.071153 ns
11111  707.092411 ns
11110  709.230827 ns
01110  802.807195 ns
00110  803.802748 ns
00010  804.520162 ns
10010  805.614991 ns
10000  806.128813 ns
11000  806.610544 ns
11100  806.828579 ns
10100  807.599721 ns
10000  807.892309 ns
10001  808.267229 ns
00001  904.436897 ns
10001  904.603022 ns
11001  905.598575 ns
11011  906.076992 ns
11010  906.526262 ns
10010  906.587752 ns
10110  906.88034 ns
10111  908.215408 ns
00111  1004.603022 ns
01111  1005.598575 ns
01011  1006.326575 ns
01001  1006.942506 ns
11001  1102.807195 ns
10001  1106.610544 ns
10101  1106.828579 ns
10111  1107.44451 ns
00111  1302.807195 ns
01111  1303.802748 ns
00111  1304.791925 ns
00011  1305.084513 ns
00001  1305.626809 ns
00101  1306.326575 ns
00111  1306.942506 ns
00110  1307.765225 ns
10110  1402.807195 ns
00110  1404.603022 ns
10110  1504.436897 ns
00110  1504.603022 ns
01110  1505.598575 ns
01100  1506.076992 ns
01101  1506.526262 ns
00101  1506.587752 ns
00001  1506.88034 ns
00000  1508.215408 ns
10000  1604.603022 ns
11000  1605.598575 ns
11100  1606.315989 ns
11110  1606.93192 ns
01110  1607.087569 ns
01100  1607.092411 ns
00100  1608.083122 ns
00101  1609.230827 ns
10101  1702.807195 ns
00101  1705.452316 ns
01101  1706.610544 ns
01111  1707.092411 ns
01110  1707.541681 ns
00110  1707.599721 ns
00010  1707.892309 ns
00011  1709.230827 ns
10011  1804.823376 ns
10001  1806.128813 ns
10101  1806.828579 ns
10100  1806.912741 ns
00100  1807.087569 ns
00110  1807.44451 ns
01110  1808.083122 ns
01111  1808.267229 ns
11111  1903.811407 ns
01111  1904.603022 ns
11111  1905.452316 ns
01111  1906.0756 ns
01101  1906.128813 ns
00101  1906.587752 ns
00001  1906.828579 ns
00101  1906.88034 ns
00111  1907.092411 ns
00101  1907.44451 ns
10101  2004.603022 ns
11101  2005.598575 ns
11001  2006.326575 ns
11011  2006.942506 ns
01011  2104.603022 ns
00011  2105.598575 ns
00001  2106.059645 ns
01001  2106.587752 ns
01101  2106.759411 ns
01001  2106.88034 ns
01011  2107.375342 ns
01010  2108.198061 ns
11010  2202.807195 ns
11000  2205.178606 ns
11100  2205.878372 ns
11110  2206.142204 ns
11100  2206.494303 ns
01100  2207.087569 ns
00100  2207.599721 ns
00000  2207.892309 ns
10000  2403.811407 ns
10001  2405.900772 ns
00001  2406.0756 ns
00101  2406.315989 ns
01101  2406.772278 ns
01111  2406.93192 ns
01011  2407.064866 ns
00011  2407.071153 ns
10011  2502.807195 ns
11011  2503.802748 ns
01011  2504.293763 ns
00011  2504.791925 ns
00111  2505.084513 ns
00110  2506.383128 ns
10110  2506.557956 ns
11110  2507.553509 ns
01110  2602.807195 ns
11110  2604.603022 ns
01110  2605.452316 ns
00110  2606.772278 ns
00010  2606.828579 ns
00110  2607.064866 ns
00100  2607.092411 ns
00110  2607.44451 ns
00111  2607.541681 ns
00110  2609.230827 ns
10110  2704.436897 ns
00110  2704.603022 ns
01110  2705.598575 ns
01100  2706.076992 ns
01101  2706.526262 ns
00101  2706.587752 ns
00001  2706.88034 ns
00000  2708.215408 ns
10000  2804.603022 ns
11000  2805.598575 ns
11100  2806.315989 ns
11110  2806.93192 ns
01110  2807.087569 ns
01100  2807.092411 ns
00100  2808.083122 ns
00101  2809.230827 ns
10101  2902.807195 ns
11101  2903.802748 ns
11001  2904.520162 ns
01001  2904.823376 ns
01011  2905.136093 ns
11011  2905.614991 ns
11010  2906.912741 ns
01010  2907.087569 ns
00010  2907.599721 ns
00110  2907.892309 ns
10110  3004.603022 ns
11110  3005.598575 ns
11100  3006.059645 ns
10100  3006.587752 ns
10000  3006.759411 ns
10100  3006.88034 ns
10110  3007.375342 ns
10111  3008.198061 ns
00111  3102.807195 ns
01111  3103.802748 ns
01011  3104.520162 ns
11011  3105.614991 ns
11001  3106.128813 ns
10001  3106.610544 ns
10101  3106.828579 ns
11101  3107.599721 ns
11001  3107.892309 ns
11000  3108.267229 ns
#49
11100  2.77094 ns
11110  3.683983 ns
11010  4.251196 ns
11011  4.779365 ns
11001  5.860857 ns
10001  6.465276 ns
11001  6.950686 ns
01001  9.147326 ns
01101  102.77094 ns
01001  105.344233 ns
01011  105.860857 ns
01111  107.118663 ns
00111  107.558313 ns
01111  108.389264 ns
01101  110.20858 ns
11101  110.585904 ns
11001  201.344031 ns
11011  202.257074 ns
11111  203.594331 ns
11011  204.180546 ns
11001  204.215418 ns
11101  204.312149 ns
11111  205.225192 ns
11110  206.320574 ns
10110  207.061931 ns
00110  209.258571 ns
00010  301.344031 ns
00000  302.257074 ns
00100  303.917324 ns
00110  304.215418 ns
00010  304.312149 ns
00000  305.225192 ns
00100  305.691754 ns
01100  306.131404 ns
01101  306.320574 ns
11101  308.129828 ns
11100  308.471896 ns
11110  308.781671 ns
11010  401.344031 ns
11000  402.257074 ns
11100  403.594331 ns
11000  404.312149 ns
11010  405.225192 ns
10010  405.808411 ns
11010  406.293821 ns
01010  408.224223 ns
00010  408.389264 ns
00011  408.566291 ns
00111  501.344031 ns
00101  502.257074 ns
00001  502.77094 ns
00011  504.215418 ns
00111  504.312149 ns
00101  505.225192 ns
00100  506.320574 ns
00110  507.402066 ns
10110  508.224223 ns
11110  508.389264 ns
11111  508.566291 ns
01111  510.585904 ns
01101  602.688764 ns
01001  604.251196 ns
01101  604.359569 ns
01111  605.272612 ns
00111  606.465276 ns
00101  607.449486 ns
00111  702.688764 ns
00011  702.77094 ns
00001  704.262838 ns
00101  704.359569 ns
00111  705.272612 ns
00110  706.367994 ns
01110  707.132581 ns
11110  709.329221 ns
11100  802.688764 ns
11000  803.219092 ns
11100  803.594331 ns
11000  804.180546 ns
11010  804.262838 ns
11110  804.359569 ns
11010  804.993522 ns
11000  805.272612 ns
11001  806.367994 ns
10001  806.394626 ns
10011  904.016097 ns
10111  904.251196 ns
10110  905.111479 ns
11110  906.465276 ns
10110  906.950686 ns
00110  907.930507 ns
00111  908.272575 ns
10111  909.147326 ns
10011  1001.344031 ns
10001  1002.257074 ns
10101  1003.917324 ns
10001  1004.251196 ns
10101  1004.312149 ns
10111  1005.225192 ns
10011  1005.691754 ns
11011  1006.950686 ns
11001  1008.781671 ns
01001  1009.147326 ns
01011  1102.688764 ns
01111  1102.77094 ns
01011  1104.180546 ns
01111  1104.359569 ns
01101  1105.272612 ns
01001  1105.344233 ns
00001  1106.880036 ns
00101  1107.118663 ns
10101  1109.076676 ns
10111  1110.20858 ns
10011  1301.344031 ns
10111  1303.594331 ns
10101  1304.016097 ns
10111  1304.433948 ns
10110  1305.111479 ns
11110  1305.808411 ns
10110  1306.293821 ns
00110  1308.490461 ns
00010  1401.344031 ns
00110  1402.77094 ns
00100  1504.016097 ns
00000  1504.251196 ns
00001  1505.111479 ns
01001  1506.465276 ns
00001  1506.950686 ns
10001  1507.930507 ns
10000  1508.272575 ns
00000  1509.147326 ns
00100  1601.344031 ns
00000  1602.77094 ns
00010  1603.683983 ns
00110  1603.875957 ns
00010  1604.251196 ns
00011  1604.779365 ns
00111  1605.650387 ns
00101  1608.740304 ns
00001  1701.344031 ns
00101  1702.77094 ns
00111  1703.683983 ns
00011  1704.180546 ns
00010  1704.779365 ns
01010  1706.394626 ns
11010  1706.603174 ns
10010  1706.880036 ns
10011  1706.945242 ns
00011  1709.076676 ns
00001  1802.688764 ns
00011  1804.262838 ns
00111  1804.359569 ns
00101  1805.272612 ns
00100  1806.367994 ns
10100  1806.89689 ns
11100  1807.061931 ns
11101  1807.238958 ns
11111  1807.449486 ns
01111  1809.258571 ns
01101  1902.688764 ns
01001  1904.251196 ns
01101  1904.359569 ns
01111  1905.272612 ns
00111  1906.465276 ns
00101  1907.449486 ns
00001  2001.344031 ns
00011  2002.257074 ns
00111  2003.917324 ns
00011  2004.251196 ns
00111  2004.312149 ns
00101  2005.225192 ns
00001  2005.691754 ns
01001  2006.950686 ns
01011  2008.781671 ns
11011  2009.147326 ns
11111  2102.77094 ns
11101  2103.683983 ns
11001  2104.251196 ns
11000  2104.779365 ns
11010  2105.860857 ns
10010  2106.465276 ns
11010  2106.950686 ns
01010  2109.147326 ns
01110  2201.344031 ns
01100  2202.257074 ns
01000  2202.77094 ns
01100  2204.180546 ns
01000  2204.312149 ns
01010  2205.225192 ns
00010  2206.394626 ns
00000  2207.402066 ns
00100  2401.344031 ns
00000  2402.77094 ns
00100  2403.875957 ns
00000  2405.650387 ns
01000  2406.090037 ns
11000  2406.96754 ns
10000  2407.132581 ns
10001  2407.309608 ns
10011  2408.740304 ns
00011  2409.329221 ns
00111  2501.344031 ns
00101  2502.257074 ns
00001  2503.594331 ns
00101  2504.312149 ns
00111  2505.225192 ns
01111  2505.808411 ns
00111  2506.293821 ns
10111  2508.224223 ns
11111  2508.389264 ns
11110  2508.566291 ns
11100  2602.688764 ns
11000  2602.77094 ns
11010  2604.262838 ns
11110  2604.359569 ns
11100  2605.272612 ns
11000  2605.344233 ns
11001  2606.367994 ns
11101  2607.118663 ns
10101  2607.558313 ns
00101  2608.177248 ns
00100  2608.519316 ns
00110  2610.20858 ns
00100  2704.016097 ns
00000  2704.251196 ns
00001  2705.111479 ns
01001  2706.465276 ns
00001  2706.950686 ns
10001  2707.930507 ns
10000  2708.272575 ns
00000  2709.147326 ns
00100  2801.344031 ns
00000  2802.77094 ns
00010  2803.683983 ns
00110  2803.875957 ns
00010  2804.251196 ns
00011  2804.779365 ns
00111  2805.650387 ns
00101  2808.740304 ns
00001  2903.219092 ns
00101  2903.594331 ns
00001  2904.180546 ns
00101  2904.993522 ns
01101  2906.394626 ns
11101  2906.89689 ns
10101  2907.061931 ns
10100  2907.238958 ns
10110  2908.083439 ns
00110  2909.258571 ns
00010  3002.77094 ns
00000  3003.683983 ns
00100  3004.251196 ns
00101  3004.779365 ns
00111  3005.860857 ns
01111  3006.465276 ns
00111  3006.950686 ns
10111  3009.147326 ns
10101  3102.688764 ns
10001  3103.219092 ns
10101  3103.594331 ns
10001  3104.180546 ns
10011  3104.262838 ns
10111  3104.359569 ns
10011  3104.993522 ns
10001  3105.272612 ns
10000  3106.367994 ns
11000  3106.394626 ns
#50
11100  1.881611 ns
10100  2.031791 ns
10000  3.402151 ns
11000  3.552331 ns
11100  4.177345 ns
10100  4.327525 ns
11100  4.531564 ns
11110  5.29265 ns
11111  5.698114 ns
11101  5.839839 ns
11001  6.383733 ns
01001  6.456965 ns
01101  101.021094 ns
00101  101.171274 ns
00001  101.881611 ns
01001  102.031791 ns
00001  102.355648 ns
01001  103.137562 ns
01101  103.402151 ns
00101  103.552331 ns
01101  103.792714 ns
01111  103.984512 ns
01101  105.29265 ns
11101  105.718115 ns
11001  201.021094 ns
10001  201.171274 ns
10101  202.093163 ns
11101  202.243343 ns
11100  203.760927 ns
10100  203.792714 ns
10110  203.902652 ns
00110  205.718115 ns
00010  302.093163 ns
01010  302.243343 ns
01011  303.760927 ns
01001  303.902652 ns
01011  303.983662 ns
01111  305.074745 ns
11111  306.283061 ns
11110  306.456542 ns
11010  401.021094 ns
10010  401.171274 ns
10110  402.093163 ns
11110  402.243343 ns
10110  402.355648 ns
11110  403.137562 ns
10110  403.792714 ns
10010  405.614411 ns
11010  405.764591 ns
10010  405.96863 ns
00010  407.053756 ns
00011  407.227237 ns
00111  501.021094 ns
01111  501.171274 ns
00111  502.355648 ns
01111  503.137562 ns
01011  503.402151 ns
00011  503.552331 ns
01011  503.792714 ns
01001  505.29265 ns
01000  505.698114 ns
11000  505.718115 ns
11010  505.839839 ns
11110  506.383733 ns
01110  507.053756 ns
01111  507.227237 ns
00111  602.355648 ns
00101  603.62932 ns
00001  604.177345 ns
01001  604.327525 ns
00001  604.531564 ns
00101  604.720403 ns
00001  701.881611 ns
01001  702.031791 ns
00001  702.355648 ns
00101  703.402151 ns
01101  703.552331 ns
01111  703.984512 ns
11111  704.281049 ns
11110  704.927788 ns
11100  705.069513 ns
11110  705.29265 ns
11010  801.021094 ns
10010  801.171274 ns
10011  805.342922 ns
10001  805.484647 ns
11001  902.355648 ns
10001  903.137562 ns
10000  903.961564 ns
10010  904.103289 ns
10110  904.177345 ns
11110  904.327525 ns
10110  904.531564 ns
00110  906.456965 ns
10110  906.483698 ns
10111  906.657179 ns
10011  1002.093163 ns
11011  1002.243343 ns
10011  1002.355648 ns
11011  1003.137562 ns
11001  1003.983662 ns
11101  1004.177345 ns
10101  1004.327525 ns
11101  1004.531564 ns
11001  1005.074745 ns
01001  1006.456965 ns
01101  1101.021094 ns
00101  1101.171274 ns
00001  1101.881611 ns
01001  1102.031791 ns
01101  1103.402151 ns
00101  1103.552331 ns
00111  1105.29265 ns
00011  1105.614411 ns
01011  1105.764591 ns
00011  1105.96863 ns
00111  1106.383733 ns
10111  1107.894031 ns
10011  1301.021094 ns
11011  1301.171274 ns
11111  1302.093163 ns
10111  1302.243343 ns
11111  1302.355648 ns
11101  1303.62932 ns
10101  1303.792714 ns
10001  1304.720403 ns
10000  1305.342922 ns
10010  1305.484647 ns
10110  1305.614411 ns
11110  1305.764591 ns
10110  1305.96863 ns
00110  1307.894031 ns
00010  1401.021094 ns
01010  1401.171274 ns
00010  1402.355648 ns
00110  1403.402151 ns
01110  1403.552331 ns
00110  1403.792714 ns
00100  1403.984512 ns
00110  1405.29265 ns
01110  1502.355648 ns
00110  1503.137562 ns
00111  1503.961564 ns
00101  1504.103289 ns
00001  1504.177345 ns
01001  1504.327525 ns
00001  1504.531564 ns
10001  1506.456965 ns
00001  1506.483698 ns
00000  1506.657179 ns
00100  1603.402151 ns
01100  1603.552331 ns
00100  1603.792714 ns
00000  1604.177345 ns
01000  1604.327525 ns
00000  1604.531564 ns
00001  1604.616716 ns
00011  1604.758441 ns
00001  1605.29265 ns
00101  1606.383733 ns
00001  1701.021094 ns
01001  1701.171274 ns
01101  1703.402151 ns
00101  1703.552331 ns
00111  1703.984512 ns
00110  1704.616716 ns
00100  1704.758441 ns
00110  1705.29265 ns
00010  1705.614411 ns
01010  1705.764591 ns
00010  1705.96863 ns
10010  1707.13885 ns
10011  1707.312331 ns
00011  1707.894031 ns
00001  1803.62932 ns
01001  1803.792714 ns
01101  1804.720403 ns
01100  1805.342922 ns
01110  1805.484647 ns
11110  1805.718115 ns
01110  1807.053756 ns
01111  1807.227237 ns
00111  1902.355648 ns
00101  1903.62932 ns
00001  1904.177345 ns
01001  1904.327525 ns
00001  1904.531564 ns
00101  1904.720403 ns
00001  2002.093163 ns
01001  2002.243343 ns
00001  2002.355648 ns
01001  2003.137562 ns
01011  2003.983662 ns
01111  2004.177345 ns
00111  2004.327525 ns
01111  2004.531564 ns
01011  2005.074745 ns
11011  2006.456965 ns
11111  2101.881611 ns
10111  2102.031791 ns
10011  2103.402151 ns
11011  2103.552331 ns
11111  2104.177345 ns
10111  2104.327525 ns
11111  2104.531564 ns
11101  2105.29265 ns
11100  2105.698114 ns
11110  2105.839839 ns
11010  2106.383733 ns
01010  2106.456965 ns
01110  2201.021094 ns
00110  2201.171274 ns
00010  2203.402151 ns
01010  2203.552331 ns
00010  2203.792714 ns
00000  2205.29265 ns
00100  2205.614411 ns
01100  2205.764591 ns
00100  2205.96863 ns
00000  2206.383733 ns
01000  2402.355648 ns
01100  2403.402151 ns
00100  2403.552331 ns
10100  2404.281049 ns
10110  2405.29265 ns
00110  2405.61669 ns
00111  2405.790171 ns
00011  2406.383733 ns
00111  2501.021094 ns
01111  2501.171274 ns
01011  2502.093163 ns
00011  2502.243343 ns
01011  2502.355648 ns
00011  2503.137562 ns
01011  2503.792714 ns
01111  2505.614411 ns
00111  2505.764591 ns
01111  2505.96863 ns
11111  2507.053756 ns
11110  2507.227237 ns
11010  2601.021094 ns
10010  2601.171274 ns
10110  2601.881611 ns
11110  2602.031791 ns
10110  2602.355648 ns
10010  2603.402151 ns
11010  2603.552331 ns
10010  2603.792714 ns
10011  2604.927788 ns
10001  2605.069513 ns
10011  2605.29265 ns
10111  2606.383733 ns
00111  2607.449922 ns
00110  2607.623403 ns
01110  2702.355648 ns
00110  2703.137562 ns
00111  2703.961564 ns
00101  2704.103289 ns
00001  2704.177345 ns
01001  2704.327525 ns
00001  2704.531564 ns
10001  2706.456965 ns
00001  2706.483698 ns
00000  2706.657179 ns
00100  2803.402151 ns
01100  2803.552331 ns
00100  2803.792714 ns
00000  2804.177345 ns
01000  2804.327525 ns
00000  2804.531564 ns
00001  2804.616716 ns
00011  2804.758441 ns
00001  2805.29265 ns
00101  2806.383733 ns
00001  2901.021094 ns
01001  2901.171274 ns
01011  2902.911593 ns
00011  2903.792714 ns
00111  2904.002676 ns
10111  2905.718115 ns
00111  2907.053756 ns
00110  2907.227237 ns
00010  3001.881611 ns
01010  3002.031791 ns
01110  3003.402151 ns
00110  3003.552331 ns
00010  3004.177345 ns
01010  3004.327525 ns
00010  3004.531564 ns
00000  3005.29265 ns
00001  3005.698114 ns
00011  3005.839839 ns
00111  3006.383733 ns
10111  3006.456965 ns
10011  3101.021094 ns
11011  3101.171274 ns
11010  3105.342922 ns
11000  3105.484647 ns
#51
11010  4.783535 ns
01010  5.115595 ns
00010  6.688834 ns
00000  6.73126 ns
00010  9.03784 ns
00000  9.96626 ns
00100  10.201777 ns
00000  10.741462 ns
00001  10.907963 ns
01001  11.125065 ns
11001  105.04932 ns
01001  106.024114 ns
11001  106.347233 ns
11011  106.73126 ns
10011  107.597353 ns
10001  107.894512 ns
10101  107.895197 ns
10111  109.03784 ns
10101  109.96626 ns
10001  110.201777 ns
10101  110.741462 ns
11101  111.125065 ns
01101  204.195675 ns
11101  204.549492 ns
01101  205.172204 ns
01111  206.096771 ns
00111  206.745443 ns
00110  207.038474 ns
10110  304.549492 ns
10100  306.096771 ns
10110  306.204309 ns
10111  306.752076 ns
10110  307.038474 ns
10010  307.368246 ns
10110  307.907931 ns
11110  308.291534 ns
01110  404.549492 ns
11110  405.04932 ns
11100  406.096771 ns
01100  406.347233 ns
01000  407.659111 ns
01010  407.894512 ns
