UUUUU  0 ns
#1
UUUU1  6.10308 ns
U1UU1  6.644117 ns
01UU1  7.34804 ns
010U1  8.372429 ns
00010  704.381695 ns
10010  706.291361 ns
11010  706.421641 ns
11110  706.456117 ns
11100  802.686849 ns
11101  803.498583 ns
11111  803.716958 ns
01111  804.041003 ns
01011  804.042277 ns
01010  804.528692 ns
11010  805.071112 ns
11000  805.357699 ns
01000  805.676481 ns
00000  805.806761 ns
00100  805.908627 ns
00101  806.984463 ns
10101  807.408742 ns
11101  807.539022 ns
11001  809.177892 ns
10001  810.155437 ns
10011  903.927921 ns
00011  904.236095 ns
01011  904.366375 ns
01010  905.554685 ns
01110  906.005245 ns
11110  906.291361 ns
10110  906.421641 ns
11110  906.98279 ns
11111  907.765305 ns
01111  908.307725 ns
11111  909.674971 ns
10111  909.805251 ns
10011  1003.271712 ns
10001  1003.927921 ns
00001  1004.236095 ns
01001  1004.366375 ns
01000  1004.381695 ns
11000  1004.924115 ns
11100  1005.882205 ns
11101  1006.213898 ns
01101  1006.291361 ns
00101  1006.421641 ns
00111  1007.197627 ns
00011  1007.620855 ns
00010  1007.765305 ns
10010  1008.307725 ns
10011  1008.824391 ns
10001  1009.122725 ns
00001  1009.674971 ns
01001  1009.805251 ns
01101  1102.106974 ns
01111  1102.686849 ns
01110  1103.498583 ns
01100  1103.716958 ns
11100  1104.041003 ns
11000  1104.042277 ns
11100  1104.142761 ns
11101  1104.528692 ns
01101  1105.071112 ns
00101  1105.120306 ns
00001  1106.456117 ns
10001  1107.408742 ns
11001  1107.539022 ns
11011  1107.957987 ns
11111  1109.177892 ns
10111  1110.155437 ns
10101  1302.686849 ns
10001  1303.271712 ns
10000  1303.498583 ns
00000  1304.236095 ns
01000  1304.366375 ns
01001  1304.381695 ns
01011  1304.773582 ns
01010  1305.338511 ns
11010  1305.880931 ns
11011  1306.213898 ns
01011  1307.408742 ns
00011  1307.539022 ns
00010  1307.554342 ns
10010  1308.096762 ns
10110  1309.177892 ns
00110  1309.464008 ns
01110  1309.594288 ns
00110  1310.155437 ns
00100  1402.686849 ns
00101  1403.498583 ns
10101  1404.236095 ns
11101  1404.366375 ns
11100  1404.381695 ns
11110  1404.526777 ns
11111  1405.338511 ns
01111  1405.880931 ns
01011  1406.005245 ns
11011  1406.291361 ns
10011  1406.421641 ns
11011  1406.98279 ns
01011  1407.408742 ns
00011  1407.539022 ns
00010  1407.554342 ns
10010  1408.096762 ns
10110  1409.177892 ns
00110  1409.464008 ns
01110  1409.594288 ns
00110  1410.155437 ns
00100  1503.927921 ns
10100  1504.236095 ns
11100  1504.366375 ns
11101  1505.554685 ns
11001  1506.005245 ns
01001  1506.291361 ns
00001  1506.421641 ns
01001  1506.98279 ns
01000  1507.765305 ns
11000  1508.307725 ns
01000  1509.674971 ns
00000  1509.805251 ns
00010  1602.686849 ns
00011  1603.498583 ns
00001  1603.716958 ns
10001  1604.041003 ns
00001  1604.236095 ns
01001  1604.366375 ns
01101  1604.468241 ns
01111  1604.526777 ns
01101  1605.970111 ns
01100  1606.153541 ns
01101  1607.554342 ns
11101  1608.096762 ns
01101  1609.464008 ns
00101  1609.594288 ns
00111  1702.686849 ns
00110  1703.498583 ns
00100  1703.716958 ns
10100  1704.041003 ns
10110  1704.526777 ns
10111  1706.153541 ns
00111  1707.408742 ns
01111  1707.539022 ns
01011  1709.177892 ns
00011  1710.155437 ns
00001  1802.686849 ns
00000  1803.498583 ns
00010  1803.716958 ns
10010  1804.041003 ns
10110  1804.042277 ns
10111  1804.528692 ns
00111  1805.071112 ns
00101  1805.357699 ns
00111  1805.544147 ns
00110  1806.984463 ns
00111  1807.554342 ns
10111  1808.096762 ns
00111  1809.464008 ns
01111  1809.594288 ns
01101  1902.686849 ns
01100  1903.498583 ns
01000  1904.042277 ns
11000  1904.236095 ns
11001  1904.313613 ns
10001  1904.366375 ns
10000  1904.381695 ns
10010  1905.357699 ns
10000  1905.544147 ns
10100  1906.005245 ns
00100  1906.291361 ns
01100  1906.421641 ns
00100  1906.98279 ns
00101  1906.984463 ns
00001  2003.271712 ns
00011  2003.927921 ns
10011  2004.236095 ns
11011  2004.366375 ns
11010  2004.381695 ns
01010  2004.924115 ns
01110  2005.882205 ns
01111  2006.213898 ns
11111  2006.291361 ns
10111  2006.421641 ns
10101  2007.197627 ns
10001  2007.620855 ns
10000  2007.765305 ns
00000  2008.307725 ns
00001  2008.824391 ns
00011  2009.122725 ns
10011  2009.674971 ns
11011  2009.805251 ns
11111  2102.106974 ns
11101  2103.422396 ns
01101  2104.236095 ns
00101  2104.366375 ns
00001  2104.468241 ns
00000  2105.04916 ns
00100  2106.130637 ns
00000  2106.456117 ns
01000  2107.108182 ns
01010  2107.957987 ns
01000  2204.526777 ns
01001  2205.338511 ns
11001  2205.880931 ns
11101  2205.882205 ns
11100  2206.153541 ns
11110  2207.197627 ns
11100  2207.384075 ns
01100  2207.408742 ns
00100  2207.539022 ns
00101  2207.554342 ns
10101  2208.096762 ns
10100  2208.824391 ns
10000  2209.177892 ns
00000  2209.464008 ns
01000  2209.594288 ns
00000  2210.155437 ns
00010  2402.686849 ns
00011  2403.498583 ns
00111  2404.142761 ns
00110  2404.381695 ns
00010  2404.468241 ns
00000  2404.526777 ns
01000  2405.120306 ns
01001  2405.338511 ns
11001  2405.880931 ns
11011  2405.970111 ns
01011  2406.291361 ns
00011  2406.421641 ns
00111  2503.271712 ns
00101  2503.927921 ns
10101  2504.236095 ns
11101  2504.366375 ns
11100  2504.381695 ns
01100  2504.924115 ns
01000  2505.882205 ns
01001  2506.213898 ns
01011  2507.197627 ns
11011  2507.408742 ns
10011  2507.539022 ns
10010  2508.824391 ns
10110  2509.177892 ns
11110  2510.155437 ns
11010  2602.106974 ns
11000  2602.686849 ns
11001  2603.498583 ns
11101  2604.042277 ns
01101  2604.236095 ns
01100  2604.313613 ns
00100  2604.366375 ns
00101  2604.381695 ns
10101  2606.291361 ns
11101  2606.421641 ns
11001  2606.456117 ns
01001  2607.408742 ns
00001  2607.539022 ns
00000  2607.554342 ns
00010  2607.957987 ns
10010  2608.096762 ns
10110  2609.177892 ns
00110  2609.464008 ns
01110  2609.594288 ns
00110  2610.155437 ns
00100  2703.927921 ns
10100  2704.236095 ns
11100  2704.366375 ns
11101  2705.554685 ns
11001  2706.005245 ns
01001  2706.291361 ns
00001  2706.421641 ns
01001  2706.98279 ns
01000  2707.765305 ns
11000  2708.307725 ns
01000  2709.674971 ns
00000  2709.805251 ns
00010  2802.686849 ns
00011  2803.498583 ns
00001  2803.716958 ns
10001  2804.041003 ns
00001  2804.236095 ns
01001  2804.366375 ns
01101  2804.468241 ns
01111  2804.526777 ns
01101  2805.970111 ns
01100  2806.153541 ns
01101  2807.554342 ns
11101  2808.096762 ns
01101  2809.464008 ns
00101  2809.594288 ns
10101  2905.676481 ns
11101  2905.806761 ns
11001  2905.908627 ns
01001  2907.408742 ns
01011  2907.410497 ns
00011  2907.539022 ns
00010  2907.554342 ns
10010  2908.096762 ns
10110  2909.177892 ns
00110  2909.464008 ns
01110  2909.594288 ns
00110  2910.155437 ns
00010  3002.106974 ns
00000  3003.422396 ns
10000  3004.236095 ns
11000  3004.366375 ns
11100  3004.468241 ns
11101  3005.04916 ns
11001  3006.130637 ns
11101  3006.456117 ns
10101  3007.108182 ns
10111  3007.957987 ns
10101  3102.686849 ns
10100  3103.498583 ns
10110  3103.716958 ns
00110  3104.041003 ns
00010  3104.042277 ns
00011  3104.528692 ns
10011  3105.071112 ns
10001  3105.357699 ns
00001  3105.676481 ns
01001  3105.806761 ns
01101  3105.908627 ns
01100  3106.984463 ns
11100  3107.408742 ns
10100  3107.539022 ns
10000  3109.177892 ns
11000  3110.155437 ns
#88
11001  2.780828 ns
11101  4.069521 ns
11111  4.356264 ns
11101  4.816028 ns
10101  6.393714 ns
10001  6.850548 ns
00001  8.194098 ns
01001  10.338735 ns
01000  102.780828 ns
01001  103.255245 ns
01101  104.069521 ns
11101  104.359162 ns
11111  104.816028 ns
10111  106.503799 ns
10011  106.844186 ns
10001  107.590693 ns
11001  109.065137 ns
11101  109.521971 ns
11100  203.934923 ns
11101  204.999472 ns
10101  205.205814 ns
10001  205.223616 ns
10101  205.662648 ns
10100  205.787558 ns
10101  205.900834 ns
10001  207.076251 ns
10011  207.362994 ns
11011  208.233181 ns
11010  208.281213 ns
11110  208.690015 ns
01110  210.033565 ns
00110  212.178202 ns
00111  303.934923 ns
00110  304.999472 ns
00010  305.223616 ns
00011  305.787558 ns
00001  307.362994 ns
00011  307.824961 ns
00010  308.281213 ns
10010  308.628001 ns
11010  309.299405 ns
11110  309.756239 ns
11111  403.255245 ns
11110  403.934923 ns
01110  404.359162 ns
01111  404.999472 ns
00111  405.205814 ns
00011  405.223616 ns
00111  405.662648 ns
00110  405.787558 ns
00111  406.888686 ns
10111  407.006198 ns
10011  407.076251 ns
00011  407.235474 ns
00010  502.780828 ns
00011  503.255245 ns
00010  503.934923 ns
10010  504.359162 ns
10011  504.999472 ns
10010  505.787558 ns
11010  506.503799 ns
11011  506.888686 ns
11111  507.076251 ns
01111  507.235474 ns
01101  507.362994 ns
01111  507.822758 ns
01110  602.267393 ns
01100  603.842829 ns
01101  604.061367 ns
11101  604.359162 ns
01101  604.408155 ns
01100  604.490074 ns
01000  605.778767 ns
01010  606.06551 ns
00010  606.393714 ns
00000  606.525274 ns
00100  606.850548 ns
00101  606.983729 ns
10101  607.330517 ns
00101  608.194098 ns
00100  702.267393 ns
00101  702.780828 ns
00100  704.061367 ns
00000  704.069521 ns
10000  704.359162 ns
00000  704.408155 ns
00001  704.490074 ns
00101  705.778767 ns
00111  706.06551 ns
01111  706.503799 ns
01110  706.983729 ns
11110  707.330517 ns
11111  802.267393 ns
11110  803.701988 ns
11111  804.490074 ns
10111  805.205814 ns
10011  805.662648 ns
10001  806.06551 ns
00001  807.006198 ns
10001  810.033565 ns
10000  903.255245 ns
10001  904.061367 ns
00001  904.359162 ns
00011  904.830681 ns
01011  906.393714 ns
01111  906.850548 ns
11111  907.235474 ns
10111  910.338735 ns
10110  1003.255245 ns
10111  1003.934923 ns
10110  1004.061367 ns
00110  1004.359162 ns
10110  1004.408155 ns
10111  1004.999472 ns
10011  1005.223616 ns
10010  1005.787558 ns
11010  1006.393714 ns
11110  1006.850548 ns
11111  1006.888686 ns
01111  1007.235474 ns
01101  1007.824961 ns
00101  1009.299405 ns
00001  1009.756239 ns
01001  1010.338735 ns
01000  1102.267393 ns
01001  1102.780828 ns
01000  1103.701988 ns
01100  1104.069521 ns
01101  1104.490074 ns
01111  1107.590693 ns
11111  1110.033565 ns
10111  1112.178202 ns
10110  1302.267393 ns
10111  1303.934923 ns
10110  1304.999472 ns
11110  1305.205814 ns
11010  1305.223616 ns
11110  1305.662648 ns
11100  1305.970123 ns
11110  1306.574908 ns
01110  1307.006198 ns
00110  1309.150835 ns
00111  1402.267393 ns
00110  1402.780828 ns
00111  1403.934923 ns
00110  1404.999472 ns
00111  1503.255245 ns
00110  1504.061367 ns
10110  1504.359162 ns
10100  1504.830681 ns
11100  1506.393714 ns
11000  1506.850548 ns
01000  1507.235474 ns
00000  1510.338735 ns
00001  1602.267393 ns
00000  1602.780828 ns
00001  1604.999472 ns
00000  1605.900834 ns
01000  1606.393714 ns
01010  1606.574908 ns
01110  1606.844186 ns
01010  1606.850548 ns
01000  1607.590693 ns
01001  1608.281213 ns
00001  1609.065137 ns
00101  1609.521971 ns
00100  1702.267393 ns
00101  1702.780828 ns
00100  1704.999472 ns
00110  1706.574908 ns
01110  1708.233181 ns
01111  1708.281213 ns
11111  1708.628001 ns
11011  1708.690015 ns
01011  1710.033565 ns
00011  1712.178202 ns
00010  1802.267393 ns
00011  1803.701988 ns
00010  1804.490074 ns
00110  1805.778767 ns
00111  1805.900834 ns
00101  1806.06551 ns
10101  1806.198629 ns
00101  1806.247622 ns
00111  1806.525274 ns
01111  1808.343266 ns
01110  1902.267393 ns
01100  1903.842829 ns
01101  1904.061367 ns
11101  1904.359162 ns
01101  1904.408155 ns
01100  1904.490074 ns
01000  1905.778767 ns
01010  1906.06551 ns
00010  1906.393714 ns
00000  1906.525274 ns
00100  1906.850548 ns
00101  1906.983729 ns
10101  1907.330517 ns
00101  1908.194098 ns
00100  2003.255245 ns
00101  2003.934923 ns
00100  2004.061367 ns
10100  2004.359162 ns
00100  2004.408155 ns
00101  2004.999472 ns
00001  2005.223616 ns
00000  2005.787558 ns
01000  2006.393714 ns
01100  2006.850548 ns
01101  2006.888686 ns
11101  2007.235474 ns
11111  2007.824961 ns
10111  2009.299405 ns
10011  2009.756239 ns
11011  2010.338735 ns
11010  2102.780828 ns
11110  2104.069521 ns
11100  2104.356264 ns
11110  2104.816028 ns
10110  2106.393714 ns
10010  2106.850548 ns
00010  2108.194098 ns
01010  2110.338735 ns
01011  2202.780828 ns
01010  2203.934923 ns
01011  2204.999472 ns
01010  2205.787558 ns
01011  2205.900834 ns
11011  2206.198629 ns
11111  2207.076251 ns
11101  2207.822758 ns
10101  2208.233181 ns
10100  2208.281213 ns
10000  2208.690015 ns
00000  2210.033565 ns
00001  2402.267393 ns
00000  2402.780828 ns
00001  2403.934923 ns
00000  2404.061367 ns
10000  2404.359162 ns
00000  2404.408155 ns
00001  2404.999472 ns
01001  2406.503799 ns
01101  2406.844186 ns
01111  2407.590693 ns
00111  2409.065137 ns
00011  2409.521971 ns
00010  2503.255245 ns
00011  2503.934923 ns
10011  2504.359162 ns
10010  2504.999472 ns
11010  2505.205814 ns
11110  2505.223616 ns
11010  2505.662648 ns
11011  2505.787558 ns
11010  2506.888686 ns
01010  2507.006198 ns
01110  2507.076251 ns
11110  2507.235474 ns
11111  2602.267393 ns
11110  2602.780828 ns
11010  2604.069521 ns
11011  2604.490074 ns
11001  2606.06551 ns
11000  2606.983729 ns
01000  2607.330517 ns
01010  2607.590693 ns
00010  2609.065137 ns
00110  2609.521971 ns
00111  2703.255245 ns
00110  2704.061367 ns
10110  2704.359162 ns
10100  2704.830681 ns
11100  2706.393714 ns
11000  2706.850548 ns
01000  2707.235474 ns
00000  2710.338735 ns
00001  2802.267393 ns
00000  2802.780828 ns
00001  2804.999472 ns
00000  2805.900834 ns
01000  2806.393714 ns
01010  2806.574908 ns
01110  2806.844186 ns
01010  2806.850548 ns
01000  2807.590693 ns
01001  2808.281213 ns
00001  2809.065137 ns
00101  2809.521971 ns
01101  2905.205814 ns
01001  2905.656286 ns
01101  2905.662648 ns
01100  2905.900834 ns
11100  2906.247622 ns
11110  2906.402793 ns
01110  2910.033565 ns
00110  2912.178202 ns
00111  3002.780828 ns
00011  3004.069521 ns
00001  3004.356264 ns
00011  3004.816028 ns
01011  3006.393714 ns
01111  3006.850548 ns
11111  3008.194098 ns
10111  3010.338735 ns
10110  3102.267393 ns
10111  3103.701988 ns
10110  3104.490074 ns
11110  3105.205814 ns
11010  3105.662648 ns
11000  3106.06551 ns
01000  3107.006198 ns
11000  3110.033565 ns
#89
11010  4.598811 ns
10010  5.03699 ns
10110  5.287833 ns
00110  5.561273 ns
00010  5.821972 ns
00011  6.362397 ns
00001  7.166932 ns
01001  8.475402 ns
01000  101.548318 ns
11000  102.420274 ns
11001  103.248092 ns
01001  103.794675 ns
11001  104.120048 ns
10001  106.708804 ns
11001  109.105424 ns
11101  109.356267 ns
11100  202.372575 ns
11101  203.419061 ns
11111  203.731568 ns
01111  204.618932 ns
01110  205.495154 ns
00110  207.533061 ns
00111  303.419061 ns
00101  303.731568 ns
10101  304.291017 ns
10100  305.495154 ns
10000  306.685929 ns
10010  308.030889 ns
11010  309.871141 ns
11110  310.121984 ns
11111  401.548318 ns
01111  402.420274 ns
00111  404.610423 ns
00011  404.861266 ns
00010  501.548318 ns
10010  502.420274 ns
00010  503.794675 ns
00000  504.977068 ns
00100  506.200229 ns
01100  506.708804 ns
01101  506.740654 ns
01111  507.545189 ns
01110  601.548318 ns
11110  602.420274 ns
11111  604.864177 ns
10111  605.03699 ns
10101  605.176684 ns
10001  605.287833 ns
00001  605.736133 ns
00011  606.422184 ns
00111  607.645345 ns
00101  608.990305 ns
00100  701.548318 ns
10100  702.420274 ns
00100  704.709604 ns
00101  704.864177 ns
10101  705.736133 ns
10111  706.422184 ns
11111  707.623733 ns
11110  708.18577 ns
11100  806.422184 ns
11000  806.585016 ns
11100  807.645345 ns
11101  808.18577 ns
10101  809.770228 ns
10001  810.021071 ns
10000  901.548318 ns
10001  902.463247 ns
10000  903.248092 ns
10010  903.560599 ns
00010  904.120048 ns
01010  905.03699 ns
01110  905.287833 ns
01111  905.324185 ns
11111  905.561273 ns
10111  908.475402 ns
10110  1001.548318 ns
10111  1002.463247 ns
11111  1005.03699 ns
11011  1005.287833 ns
01011  1005.561273 ns
01111  1006.685929 ns
01101  1008.030889 ns
00101  1008.475402 ns
01101  1009.871141 ns
01001  1010.121984 ns
01011  1104.598811 ns
00011  1104.946318 ns
00111  1105.197161 ns
10111  1105.470601 ns
10011  1105.920212 ns
10001  1106.422184 ns
10011  1107.265172 ns
11011  1108.38473 ns
10011  1109.105424 ns
10111  1109.356267 ns
10110  1301.548318 ns
10111  1302.372575 ns
10101  1303.731568 ns
11101  1304.610423 ns
11001  1304.861266 ns
01001  1305.134706 ns
01011  1305.176684 ns
01001  1306.422184 ns
01101  1307.645345 ns
00101  1308.048835 ns
00100  1308.18577 ns
00110  1308.990305 ns
00111  1401.548318 ns
00110  1402.372575 ns
00100  1403.731568 ns
00110  1406.422184 ns
00111  1501.548318 ns
00110  1502.463247 ns
00111  1503.248092 ns
00101  1503.560599 ns
10101  1504.120048 ns
11101  1505.03699 ns
11001  1505.287833 ns
11000  1505.324185 ns
01000  1505.561273 ns
00000  1508.475402 ns
00001  1602.372575 ns
10001  1603.244531 ns
10000  1604.864177 ns
11000  1605.03699 ns
11100  1605.287833 ns
01100  1605.736133 ns
01110  1606.422184 ns
01010  1607.011583 ns
01011  1608.18577 ns
01001  1608.356543 ns
00001  1610.196795 ns
00101  1610.447638 ns
00100  1704.864177 ns
01100  1704.946318 ns
01000  1705.197161 ns
11000  1705.470601 ns
01000  1705.736133 ns
01010  1706.422184 ns
01011  1708.18577 ns
00011  1708.38473 ns
00010  1802.372575 ns
10010  1803.244531 ns
00010  1804.618932 ns
00000  1806.422184 ns
01000  1807.533061 ns
01100  1807.645345 ns
01101  1808.18577 ns
01111  1808.990305 ns
01110  1901.548318 ns
11110  1902.420274 ns
11111  1904.864177 ns
10111  1905.03699 ns
10101  1905.176684 ns
10001  1905.287833 ns
00001  1905.736133 ns
00011  1906.422184 ns
00111  1907.645345 ns
00101  1908.990305 ns
00100  2001.548318 ns
00101  2002.463247 ns
01101  2005.03699 ns
01001  2005.287833 ns
11001  2005.561273 ns
11101  2006.685929 ns
11111  2008.030889 ns
10111  2008.475402 ns
11111  2009.871141 ns
11011  2010.121984 ns
11001  2104.598811 ns
10001  2105.03699 ns
10101  2105.287833 ns
00101  2105.561273 ns
00001  2105.821972 ns
00000  2106.362397 ns
00010  2107.166932 ns
01010  2108.475402 ns
01011  2202.372575 ns
01010  2203.419061 ns
01000  2203.731568 ns
00000  2204.946318 ns
00010  2204.977068 ns
00110  2205.197161 ns
00010  2206.200229 ns
00000  2207.545189 ns
00001  2401.548318 ns
10001  2402.420274 ns
10011  2403.731568 ns
00011  2404.709604 ns
00001  2406.422184 ns
00101  2407.011583 ns
01101  2407.623733 ns
01111  2408.356543 ns
00111  2410.196795 ns
00011  2410.447638 ns
00010  2501.548318 ns
10010  2502.420274 ns
11010  2504.610423 ns
11110  2504.861266 ns
11111  2601.548318 ns
11110  2602.372575 ns
11111  2604.864177 ns
01111  2605.736133 ns
01011  2605.920212 ns
01001  2606.422184 ns
01011  2607.265172 ns
01010  2608.18577 ns
00010  2609.105424 ns
00110  2609.356267 ns
00111  2701.548318 ns
00110  2702.463247 ns
00111  2703.248092 ns
00101  2703.560599 ns
10101  2704.120048 ns
11101  2705.03699 ns
11001  2705.287833 ns
11000  2705.324185 ns
01000  2705.561273 ns
00000  2708.475402 ns
00001  2802.372575 ns
10001  2803.244531 ns
10000  2804.864177 ns
11000  2805.03699 ns
11100  2805.287833 ns
01100  2805.736133 ns
01110  2806.422184 ns
01010  2807.011583 ns
01011  2808.18577 ns
01001  2808.356543 ns
00001  2810.196795 ns
00101  2810.447638 ns
00100  2902.372575 ns
10100  2903.244531 ns
00100  2904.618932 ns
00000  2906.585016 ns
01000  2907.533061 ns
01010  2907.929976 ns
00010  2909.770228 ns
00110  2910.021071 ns
00100  3004.598811 ns
01100  3005.03699 ns
01000  3005.287833 ns
11000  3005.561273 ns
11100  3005.821972 ns
11101  3006.362397 ns
11111  3007.166932 ns
10111  3008.475402 ns
10101  3106.422184 ns
10001  3106.585016 ns
10101  3107.645345 ns
10100  3108.18577 ns
11100  3109.770228 ns
11000  3110.021071 ns
#90
10000  3.863759 ns
10100  4.39108 ns
11100  4.528051 ns
