UUU  0 ns
#1
U0U  3.957996 ns
U01  4.994801 ns
001  402.002405 ns
101  402.154488 ns
111  403.461799 ns
011  403.568582 ns
001  502.002405 ns
101  502.154488 ns
111  502.712097 ns
110  503.122127 ns
010  503.508523 ns
110  503.568582 ns
010  602.154488 ns
000  603.461799 ns
001  603.680351 ns
000  604.581521 ns
100  702.154488 ns
110  702.712097 ns
010  703.508523 ns
011  703.680351 ns
001  802.002405 ns
101  802.154488 ns
111  803.461799 ns
011  803.568582 ns
001  902.002405 ns
011  902.772156 ns
001  903.461799 ns
000  905.094445 ns
010  1002.002405 ns
110  1002.154488 ns
100  1002.712097 ns
101  1003.122127 ns
001  1003.508523 ns
101  1003.568582 ns
001  1102.154488 ns
011  1103.461799 ns
010  1103.680351 ns
011  1104.581521 ns
111  1302.154488 ns
101  1303.461799 ns
100  1303.680351 ns
101  1304.581521 ns
111  1402.002405 ns
101  1402.772156 ns
111  1403.461799 ns
110  1405.094445 ns
010  1502.154488 ns
000  1502.712097 ns
100  1503.508523 ns
101  1503.680351 ns
#872
111  201.550487 ns
101  202.412263 ns
100  202.592631 ns
000  203.490346 ns
010  301.660307 ns
110  303.148664 ns
111  303.437606 ns
011  303.600166 ns
001  501.660307 ns
011  503.355845 ns
010  503.536213 ns
110  503.600166 ns
100  602.412263 ns
101  602.592631 ns
001  603.148664 ns
000  603.437606 ns
010  701.660307 ns
110  703.148664 ns
111  703.437606 ns
011  703.600166 ns
001  901.550487 ns
000  903.779288 ns
010  1001.660307 ns
000  1003.355845 ns
001  1003.536213 ns
101  1003.600166 ns
111  1102.412263 ns
110  1102.592631 ns
010  1103.148664 ns
011  1103.437606 ns
001  1302.412263 ns
000  1302.592631 ns
100  1303.148664 ns
101  1303.437606 ns
111  1401.550487 ns
110  1403.779288 ns
100  1501.660307 ns
000  1503.148664 ns
001  1503.437606 ns
101  1503.600166 ns
#873
111  202.857208 ns
110  203.459421 ns
100  204.454528 ns
000  205.315791 ns
010  302.254056 ns
110  303.115319 ns
111  303.262987 ns
011  304.45623 ns
001  401.51705 ns
000  402.119263 ns
010  402.254056 ns
000  402.857208 ns
001  403.459421 ns
011  404.454528 ns
001  501.51705 ns
000  502.119263 ns
010  502.254056 ns
110  503.115319 ns
100  602.254056 ns
110  602.857208 ns
111  603.262987 ns
110  603.459421 ns
100  604.454528 ns
000  604.45623 ns
010  702.254056 ns
110  703.115319 ns
111  703.262987 ns
011  704.45623 ns
001  801.51705 ns
000  802.119263 ns
010  802.254056 ns
000  802.857208 ns
001  803.459421 ns
011  804.454528 ns
001  901.51705 ns
000  902.119263 ns
010  902.857208 ns
011  903.459421 ns
010  904.122548 ns
000  904.454528 ns
010  1001.51705 ns
011  1002.119263 ns
001  1002.254056 ns
101  1003.115319 ns
111  1102.254056 ns
101  1102.857208 ns
100  1103.262987 ns
101  1103.459421 ns
111  1104.454528 ns
011  1104.45623 ns
001  1302.254056 ns
011  1302.857208 ns
010  1303.262987 ns
011  1303.459421 ns
001  1304.454528 ns
101  1304.45623 ns
111  1401.51705 ns
110  1402.119263 ns
100  1402.857208 ns
101  1403.459421 ns
100  1404.122548 ns
110  1404.454528 ns
100  1502.254056 ns
000  1503.115319 ns
001  1503.262987 ns
101  1504.45623 ns
#874
001  202.17291 ns
011  202.761636 ns
001  203.453823 ns
000  205.457588 ns
100  303.102485 ns
000  303.973807 ns
010  304.562533 ns
011  304.759872 ns
111  402.17291 ns
011  403.102485 ns
111  502.17291 ns
011  503.102485 ns
111  503.973807 ns
101  504.562533 ns
111  504.887422 ns
110  506.891187 ns
010  603.102485 ns
000  603.453823 ns
001  604.759872 ns
000  605.457588 ns
100  703.102485 ns
000  703.973807 ns
010  704.562533 ns
011  704.759872 ns
111  802.17291 ns
011  803.102485 ns
001  902.761636 ns
000  903.830297 ns
100  1002.17291 ns
000  1003.102485 ns
100  1003.973807 ns
110  1004.562533 ns
100  1004.887422 ns
101  1006.891187 ns
001  1103.102485 ns
011  1103.453823 ns
010  1104.759872 ns
011  1105.457588 ns
111  1303.102485 ns
101  1303.453823 ns
100  1304.759872 ns
101  1305.457588 ns
111  1402.761636 ns
110  1403.830297 ns
010  1503.102485 ns
110  1503.973807 ns
100  1504.562533 ns
101  1504.759872 ns
#875
001  201.817281 ns
000  202.744132 ns
010  202.991237 ns
000  203.976537 ns
100  303.010876 ns
000  303.508029 ns
001  304.441308 ns
011  304.681985 ns
111  403.010876 ns
011  403.508029 ns
111  501.817281 ns
110  502.285952 ns
010  503.010876 ns
110  503.508029 ns
100  503.518357 ns
110  504.681985 ns
010  601.817281 ns
011  602.744132 ns
111  603.010876 ns
011  603.508029 ns
001  603.976537 ns
000  604.441308 ns
100  703.010876 ns
000  703.508029 ns
001  704.441308 ns
011  704.681985 ns
111  803.010876 ns
011  803.508029 ns
001  902.991237 ns
000  903.247713 ns
100  1001.817281 ns
101  1002.285952 ns
001  1003.010876 ns
101  1003.508029 ns
111  1003.518357 ns
101  1004.681985 ns
001  1101.817281 ns
000  1102.744132 ns
100  1103.010876 ns
000  1103.508029 ns
010  1103.976537 ns
011  1104.441308 ns
111  1301.817281 ns
110  1302.744132 ns
010  1303.010876 ns
110  1303.508029 ns
100  1303.976537 ns
101  1304.441308 ns
111  1402.991237 ns
110  1403.247713 ns
010  1503.010876 ns
110  1503.508029 ns
111  1504.441308 ns
101  1504.681985 ns
#876
001  200.940711 ns
011  202.506359 ns
010  203.913132 ns
000  204.921266 ns
100  301.310064 ns
101  302.073739 ns
001  302.89661 ns
011  304.462258 ns
111  400.940711 ns
101  402.506359 ns
001  402.89661 ns
011  404.462258 ns
111  502.89661 ns
110  503.713841 ns
100  504.462258 ns
110  504.721975 ns
010  600.940711 ns
110  601.310064 ns
111  602.073739 ns
101  602.506359 ns
001  602.89661 ns
000  603.913132 ns
010  604.462258 ns
000  604.921266 ns
100  701.310064 ns
101  702.073739 ns
001  702.89661 ns
011  704.462258 ns
111  800.940711 ns
101  802.506359 ns
001  802.89661 ns
011  804.462258 ns
010  901.704386 ns
000  902.506359 ns
100  1002.89661 ns
101  1003.713841 ns
111  1004.462258 ns
101  1004.721975 ns
001  1100.940711 ns
101  1101.310064 ns
100  1102.073739 ns
110  1102.506359 ns
010  1102.89661 ns
011  1103.913132 ns
001  1104.462258 ns
011  1104.921266 ns
111  1300.940711 ns
011  1301.310064 ns
010  1302.073739 ns
000  1302.506359 ns
100  1302.89661 ns
101  1303.913132 ns
111  1304.462258 ns
101  1304.921266 ns
100  1401.704386 ns
110  1402.506359 ns
010  1501.310064 ns
011  1502.073739 ns
111  1502.89661 ns
101  1504.462258 ns
#877
111  201.522544 ns
011  201.746483 ns
001  203.900479 ns
000  205.466824 ns
100  301.491592 ns
101  301.818403 ns
111  301.824664 ns
011  302.048603 ns
001  401.659231 ns
011  403.900479 ns
001  501.659231 ns
011  501.824664 ns
111  502.048603 ns
110  503.225576 ns
010  601.491592 ns
011  601.818403 ns
001  603.900479 ns
000  605.466824 ns
100  701.491592 ns
101  701.818403 ns
111  701.824664 ns
011  702.048603 ns
001  801.659231 ns
011  803.900479 ns
001  901.522544 ns
011  901.659231 ns
010  902.073294 ns
000  903.900479 ns
010  1001.659231 ns
000  1001.824664 ns
100  1002.048603 ns
101  1003.225576 ns
001  1101.491592 ns
000  1101.818403 ns
010  1103.900479 ns
011  1105.466824 ns
111  1301.491592 ns
110  1301.818403 ns
100  1303.900479 ns
101  1305.466824 ns
111  1401.522544 ns
101  1401.659231 ns
100  1402.073294 ns
110  1403.900479 ns
010  1501.491592 ns
011  1501.818403 ns
001  1501.824664 ns
101  1502.048603 ns
#878
001  202.692085 ns
000  202.854738 ns
010  203.576565 ns
000  203.870694 ns
100  302.699854 ns
110  303.584334 ns
111  305.70569 ns
011  305.87045 ns
010  402.527325 ns
110  402.692085 ns
111  405.70569 ns
011  405.87045 ns
010  502.527325 ns
110  502.692085 ns
010  502.699854 ns
000  503.584334 ns
001  504.005289 ns
011  505.021245 ns
010  505.70569 ns
110  505.87045 ns
111  602.854738 ns
101  603.870694 ns
100  605.70569 ns
000  605.87045 ns
100  702.699854 ns
110  703.584334 ns
111  705.70569 ns
011  705.87045 ns
010  802.527325 ns
110  802.692085 ns
111  805.70569 ns
011  805.87045 ns
010  902.527325 ns
000  903.576565 ns
001  1002.527325 ns
101  1002.692085 ns
001  1002.699854 ns
011  1003.584334 ns
010  1004.005289 ns
000  1005.021245 ns
001  1005.70569 ns
101  1005.87045 ns
100  1102.854738 ns
110  1103.870694 ns
111  1105.70569 ns
011  1105.87045 ns
010  1302.854738 ns
000  1303.870694 ns
001  1305.70569 ns
101  1305.87045 ns
100  1402.527325 ns
110  1403.576565 ns
010  1502.699854 ns
000  1503.584334 ns
001  1505.70569 ns
101  1505.87045 ns
#879
001  202.724805 ns
011  203.866962 ns
001  204.232313 ns
000  205.545101 ns
001  302.203909 ns
101  302.523236 ns
001  303.158744 ns
011  303.665393 ns
001  401.45332 ns
000  402.766108 ns
010  404.232313 ns
011  405.545101 ns
001  501.45332 ns
101  502.523236 ns
100  502.766108 ns
110  503.665393 ns
111  602.203909 ns
011  603.158744 ns
001  604.232313 ns
000  605.545101 ns
001  702.203909 ns
101  702.523236 ns
001  703.158744 ns
011  703.665393 ns
001  801.45332 ns
000  802.766108 ns
010  804.232313 ns
011  805.545101 ns
001  901.45332 ns
000  901.76997 ns
001  902.766108 ns
011  903.866962 ns
001  904.232313 ns
000  905.545101 ns
010  1001.45332 ns
110  1002.523236 ns
111  1002.766108 ns
101  1003.665393 ns
100  1102.203909 ns
000  1103.158744 ns
010  1104.232313 ns
011  1105.545101 ns
010  1302.203909 ns
110  1303.158744 ns
100  1304.232313 ns
101  1305.545101 ns
111  1401.45332 ns
110  1401.76997 ns
111  1402.766108 ns
101  1403.866962 ns
111  1404.232313 ns
110  1405.545101 ns
111  1502.203909 ns
011  1502.523236 ns
111  1503.158744 ns
101  1503.665393 ns
#880
001  201.617503 ns
011  202.305489 ns
001  203.684607 ns
000  203.807933 ns
100  301.149655 ns
110  301.837641 ns
010  302.881625 ns
011  303.600683 ns
111  401.149655 ns
011  401.617503 ns
111  501.149655 ns
101  501.837641 ns
111  503.628598 ns
110  503.751924 ns
010  601.149655 ns
110  601.617503 ns
010  602.881625 ns
011  603.600683 ns
001  603.684607 ns
000  603.807933 ns
100  701.149655 ns
110  701.837641 ns
010  702.881625 ns
011  703.600683 ns
111  801.149655 ns
011  801.617503 ns
001  902.305489 ns
000  902.336561 ns
100  1001.149655 ns
110  1001.837641 ns
100  1003.628598 ns
101  1003.751924 ns
001  1101.149655 ns
101  1101.617503 ns
001  1102.881625 ns
000  1103.600683 ns
010  1103.684607 ns
011  1103.807933 ns
111  1301.149655 ns
011  1301.617503 ns
111  1302.881625 ns
110  1303.600683 ns
100  1303.684607 ns
101  1303.807933 ns
111  1402.305489 ns
110  1402.336561 ns
010  1501.149655 ns
000  1501.837641 ns
100  1502.881625 ns
101  1503.600683 ns
#881
111  202.420046 ns
011  202.72108 ns
010  203.574966 ns
000  203.974983 ns
010  304.018438 ns
110  304.319472 ns
111  304.468726 ns
011  304.921412 ns
010  402.268394 ns
110  402.72108 ns
111  404.468726 ns
011  404.921412 ns
010  502.268394 ns
110  502.72108 ns
111  502.967588 ns
101  503.367605 ns
111  504.018438 ns
011  504.319472 ns
010  504.468726 ns
110  504.921412 ns
111  603.574966 ns
101  603.974983 ns
100  604.468726 ns
000  604.921412 ns
010  704.018438 ns
110  704.319472 ns
111  704.468726 ns
011  704.921412 ns
010  802.268394 ns
110  802.72108 ns
111  804.468726 ns
011  804.921412 ns
010  902.268394 ns
000  902.420046 ns
001  1002.268394 ns
101  1002.72108 ns
100  1002.967588 ns
110  1003.367605 ns
100  1004.018438 ns
000  1004.319472 ns
001  1004.468726 ns
101  1004.921412 ns
100  1103.574966 ns
110  1103.974983 ns
111  1104.468726 ns
011  1104.921412 ns
010  1303.574966 ns
000  1303.974983 ns
001  1304.468726 ns
101  1304.921412 ns
100  1402.268394 ns
110  1402.420046 ns
100  1504.018438 ns
000  1504.319472 ns
001  1504.468726 ns
101  1504.921412 ns
#882
111  201.491073 ns
110  202.505622 ns
010  203.474346 ns
000  205.651873 ns
100  300.11201 ns
101  302.170567 ns
111  302.289537 ns
011  303.642298 ns
111  400.11201 ns
101  401.491073 ns
111  402.289537 ns
110  402.505622 ns
100  402.74679 ns
000  403.474346 ns
001  403.761339 ns
011  405.651873 ns
111  500.11201 ns
101  502.289537 ns
111  502.74679 ns
110  503.761339 ns
010  600.11201 ns
000  601.491073 ns
001  602.170567 ns
011  602.289537 ns
010  602.505622 ns
110  603.474346 ns
010  603.642298 ns
000  605.651873 ns
100  700.11201 ns
101  702.170567 ns
111  702.289537 ns
011  703.642298 ns
111  800.11201 ns
101  801.491073 ns
111  802.289537 ns
110  802.505622 ns
100  802.74679 ns
000  803.474346 ns
001  803.761339 ns
011  805.651873 ns
001  901.491073 ns
000  902.002615 ns
001  902.505622 ns
011  902.74679 ns
010  903.761339 ns
000  905.651873 ns
100  1000.11201 ns
110  1002.289537 ns
100  1002.74679 ns
101  1003.761339 ns
001  1100.11201 ns
011  1101.491073 ns
010  1102.170567 ns
000  1102.289537 ns
001  1102.505622 ns
101  1103.474346 ns
001  1103.642298 ns
011  1105.651873 ns
111  1300.11201 ns
101  1301.491073 ns
100  1302.170567 ns
110  1302.289537 ns
111  1302.505622 ns
011  1303.474346 ns
111  1303.642298 ns
101  1305.651873 ns
111  1401.491073 ns
110  1402.002615 ns
111  1402.505622 ns
101  1402.74679 ns
100  1403.761339 ns
110  1405.651873 ns
010  1500.11201 ns
011  1502.170567 ns
001  1502.289537 ns
101  1503.642298 ns
#883
100  200.254468 ns
110  202.159909 ns
100  202.592337 ns
000  202.962386 ns
100  302.023789 ns
101  302.525174 ns
111  302.948126 ns
011  303.750603 ns
010  400.254468 ns
000  402.159909 ns
001  402.512935 ns
011  402.948126 ns
010  502.512935 ns
000  502.948126 ns
100  503.750603 ns
110  504.850804 ns
111  600.254468 ns
011  602.023789 ns
001  602.159909 ns
000  602.525174 ns
010  602.592337 ns
000  602.948126 ns
100  702.023789 ns
101  702.525174 ns
111  702.948126 ns
011  703.750603 ns
010  800.254468 ns
000  802.159909 ns
001  802.512935 ns
011  802.948126 ns
010  900.254468 ns
000  902.159909 ns
001  902.512935 ns
000  903.463771 ns
001  1002.512935 ns
011  1002.948126 ns
111  1003.750603 ns
101  1004.850804 ns
100  1100.254468 ns
000  1102.023789 ns
010  1102.159909 ns
011  1102.525174 ns
001  1102.592337 ns
011  1102.948126 ns
010  1300.254468 ns
110  1302.023789 ns
100  1302.159909 ns
101  1302.525174 ns
111  1302.592337 ns
101  1302.948126 ns
100  1400.254468 ns
110  1402.159909 ns
111  1402.512935 ns
110  1403.463771 ns
010  1502.023789 ns
011  1502.525174 ns
001  1502.948126 ns
101  1503.750603 ns
#884
100  201.226938 ns
110  201.490049 ns
100  202.223811 ns
000  202.670922 ns
010  302.225301 ns
110  302.516337 ns
010  302.672412 ns
011  303.083557 ns
010  401.226938 ns
000  401.490049 ns
001  403.033305 ns
011  403.296416 ns
001  502.225301 ns
101  502.672412 ns
100  503.033305 ns
110  503.296416 ns
111  601.226938 ns
101  601.490049 ns
001  602.516337 ns
000  603.083557 ns
010  702.225301 ns
110  702.516337 ns
010  702.672412 ns
011  703.083557 ns
010  801.226938 ns
000  801.490049 ns
001  803.033305 ns
011  803.296416 ns
010  901.226938 ns
000  901.490049 ns
010  902.223811 ns
011  903.033305 ns
010  903.238142 ns
000  903.296416 ns
010  1002.225301 ns
110  1002.672412 ns
111  1003.033305 ns
101  1003.296416 ns
100  1101.226938 ns
110  1101.490049 ns
010  1102.516337 ns
011  1103.083557 ns
010  1301.226938 ns
000  1301.490049 ns
100  1302.516337 ns
101  1303.083557 ns
100  1401.226938 ns
110  1401.490049 ns
100  1402.223811 ns
101  1403.033305 ns
100  1403.238142 ns
110  1403.296416 ns
100  1502.225301 ns
000  1502.516337 ns
100  1502.672412 ns
101  1503.083557 ns
#885
111  202.663276 ns
011  202.679007 ns
010  203.088664 ns
000  205.832098 ns
100  303.134958 ns
101  303.253063 ns
111  304.429434 ns
011  304.445165 ns
001  402.663276 ns
101  402.679007 ns
111  404.429434 ns
011  404.445165 ns
010  503.132416 ns
000  504.429434 ns
100  504.445165 ns
110  505.87585 ns
100  602.663276 ns
000  602.679007 ns
001  603.088664 ns
101  603.134958 ns
100  603.253063 ns
110  604.429434 ns
010  604.445165 ns
000  605.832098 ns
100  703.134958 ns
101  703.253063 ns
111  704.429434 ns
011  704.445165 ns
001  802.663276 ns
101  802.679007 ns
111  804.429434 ns
011  804.445165 ns
001  902.663276 ns
000  902.797112 ns
001  1003.132416 ns
011  1004.429434 ns
111  1004.445165 ns
101  1005.87585 ns
111  1102.663276 ns
011  1102.679007 ns
010  1103.088664 ns
110  1103.134958 ns
111  1103.253063 ns
101  1104.429434 ns
001  1104.445165 ns
011  1105.832098 ns
001  1302.663276 ns
101  1302.679007 ns
100  1303.088664 ns
000  1303.134958 ns
001  1303.253063 ns
011  1304.429434 ns
111  1304.445165 ns
101  1305.832098 ns
111  1402.663276 ns
110  1402.797112 ns
010  1503.134958 ns
011  1503.253063 ns
001  1504.429434 ns
101  1504.445165 ns
#886
111  201.743929 ns
110  202.07906 ns
100  202.288384 ns
000  202.988436 ns
010  300.828399 ns
110  302.072906 ns
111  303.38779 ns
011  303.638554 ns
001  400.828399 ns
011  401.743929 ns
001  500.828399 ns
000  501.848583 ns
010  502.057907 ns
110  502.072906 ns
100  600.828399 ns
110  601.743929 ns
111  602.07906 ns
101  602.288384 ns
100  603.38779 ns
000  603.638554 ns
010  700.828399 ns
110  702.072906 ns
111  703.38779 ns
011  703.638554 ns
001  800.828399 ns
011  801.743929 ns
001  901.743929 ns
000  902.737672 ns
010  1000.828399 ns
011  1001.848583 ns
001  1002.057907 ns
101  1002.072906 ns
111  1100.828399 ns
101  1101.743929 ns
100  1102.07906 ns
110  1102.288384 ns
111  1103.38779 ns
011  1103.638554 ns
001  1300.828399 ns
011  1301.743929 ns
010  1302.07906 ns
000  1302.288384 ns
001  1303.38779 ns
101  1303.638554 ns
111  1401.743929 ns
110  1402.737672 ns
100  1500.828399 ns
000  1502.072906 ns
001  1503.38779 ns
101  1503.638554 ns
#887
111  202.161042 ns
011  202.51766 ns
010  203.554041 ns
000  204.389856 ns
100  301.218411 ns
110  303.090607 ns
010  303.165607 ns
011  303.848306 ns
001  401.134941 ns
101  401.218411 ns
111  402.161042 ns
011  402.51766 ns
001  501.134941 ns
101  501.218411 ns
100  502.52794 ns
110  503.090607 ns
010  601.218411 ns
000  602.161042 ns
100  602.51766 ns
000  603.165607 ns
001  603.554041 ns
000  603.848306 ns
100  701.218411 ns
110  703.090607 ns
010  703.165607 ns
011  703.848306 ns
001  801.134941 ns
101  801.218411 ns
111  802.161042 ns
011  802.51766 ns
001  901.134941 ns
011  902.161042 ns
010  903.200359 ns
000  904.389856 ns
010  1001.134941 ns
110  1001.218411 ns
111  1002.52794 ns
101  1003.090607 ns
001  1101.218411 ns
011  1102.161042 ns
111  1102.51766 ns
011  1103.165607 ns
010  1103.554041 ns
011  1103.848306 ns
111  1301.218411 ns
101  1302.161042 ns
001  1302.51766 ns
101  1303.165607 ns
100  1303.554041 ns
101  1303.848306 ns
111  1401.134941 ns
101  1402.161042 ns
100  1403.200359 ns
110  1404.389856 ns
010  1501.218411 ns
000  1503.090607 ns
100  1503.165607 ns
101  1503.848306 ns
#888
111  201.970172 ns
110  202.127055 ns
010  202.703803 ns
000  204.136254 ns
001  301.197258 ns
101  301.30538 ns
111  303.744066 ns
011  304.477697 ns
010  401.197258 ns
110  401.30538 ns
100  401.970172 ns
101  402.054687 ns
100  402.127055 ns
101  402.595681 ns
001  402.703803 ns
011  403.744066 ns
010  501.197258 ns
110  501.30538 ns
111  502.054687 ns
110  502.595681 ns
010  502.703803 ns
000  503.744066 ns
010  504.063886 ns
110  504.477697 ns
111  601.197258 ns
011  601.30538 ns
001  601.970172 ns
000  602.127055 ns
010  603.744066 ns
000  604.136254 ns
001  701.197258 ns
101  701.30538 ns
111  703.744066 ns
011  704.477697 ns
010  801.197258 ns
110  801.30538 ns
100  801.970172 ns
101  802.054687 ns
100  802.127055 ns
101  802.595681 ns
001  802.703803 ns
011  803.744066 ns
001  901.970172 ns
000  902.054687 ns
001  902.127055 ns
000  902.595681 ns
001  1001.197258 ns
101  1001.30538 ns
