UUU  0 ns
#1
U0U  3.957996 ns
U01  4.994801 ns
010  1302.735414 ns
000  1302.869363 ns
001  1303.148598 ns
101  1305.008215 ns
100  1400.875797 ns
101  1401.538814 ns
100  1401.640334 ns
110  1402.726896 ns
100  1501.714228 ns
000  1501.722746 ns
001  1503.148598 ns
101  1505.008215 ns
#407
111  200.97944 ns
110  202.744652 ns
100  203.893041 ns
000  204.301057 ns
010  301.711744 ns
110  302.11976 ns
111  302.514651 ns
011  304.346458 ns
001  400.97944 ns
011  401.711744 ns
111  402.11976 ns
101  402.41523 ns
111  403.893041 ns
011  404.301057 ns
001  501.711744 ns
101  502.11976 ns
111  502.41523 ns
110  504.180442 ns
100  600.97944 ns
110  601.711744 ns
010  602.11976 ns
011  602.514651 ns
010  602.744652 ns
000  603.893041 ns
100  604.301057 ns
000  604.346458 ns
010  701.711744 ns
110  702.11976 ns
111  702.514651 ns
011  704.346458 ns
001  800.97944 ns
011  801.711744 ns
111  802.11976 ns
101  802.41523 ns
111  803.893041 ns
011  804.301057 ns
001  900.97944 ns
011  902.41523 ns
010  902.46925 ns
000  903.893041 ns
010  1001.711744 ns
110  1002.11976 ns
100  1002.41523 ns
101  1004.180442 ns
111  1100.97944 ns
101  1101.711744 ns
001  1102.11976 ns
000  1102.514651 ns
001  1102.744652 ns
011  1103.893041 ns
111  1104.301057 ns
011  1104.346458 ns
001  1300.97944 ns
011  1301.711744 ns
111  1302.11976 ns
110  1302.514651 ns
111  1302.744652 ns
101  1303.893041 ns
001  1304.301057 ns
101  1304.346458 ns
111  1400.97944 ns
101  1402.41523 ns
100  1402.46925 ns
110  1403.893041 ns
100  1501.711744 ns
000  1502.11976 ns
001  1502.514651 ns
101  1504.346458 ns
#408
111  201.527297 ns
011  202.368755 ns
001  203.616825 ns
000  204.620521 ns
100  301.613951 ns
101  302.265413 ns
111  302.83617 ns
011  303.677628 ns
001  401.527297 ns
101  401.613951 ns
001  402.368755 ns
011  402.83617 ns
111  501.613951 ns
011  502.368755 ns
001  502.559642 ns
011  502.83617 ns
010  503.563338 ns
110  503.677628 ns
100  601.527297 ns
000  601.613951 ns
001  602.265413 ns
011  602.83617 ns
001  603.616825 ns
000  604.620521 ns
100  701.613951 ns
101  702.265413 ns
111  702.83617 ns
011  703.677628 ns
001  801.527297 ns
101  801.613951 ns
001  802.368755 ns
011  802.83617 ns
001  901.527297 ns
000  903.020217 ns
100  1001.613951 ns
000  1002.368755 ns
010  1002.559642 ns
000  1002.83617 ns
001  1003.563338 ns
101  1003.677628 ns
111  1101.527297 ns
011  1101.613951 ns
010  1102.265413 ns
000  1102.83617 ns
010  1103.616825 ns
011  1104.620521 ns
001  1301.527297 ns
101  1301.613951 ns
100  1302.265413 ns
110  1302.83617 ns
100  1303.616825 ns
101  1304.620521 ns
111  1401.527297 ns
110  1403.020217 ns
010  1501.613951 ns
011  1502.265413 ns
001  1502.83617 ns
101  1503.677628 ns
#409
001  202.382831 ns
000  203.358358 ns
010  203.4467 ns
000  204.422195 ns
100  302.538696 ns
000  303.426873 ns
001  303.9629 ns
011  305.466237 ns
111  503.426873 ns
110  503.963234 ns
100  504.051576 ns
110  505.466237 ns
010  602.538696 ns
011  603.358358 ns
001  603.4467 ns
000  603.9629 ns
100  702.538696 ns
000  703.426873 ns
001  703.9629 ns
011  705.466237 ns
010  903.807035 ns
000  904.422195 ns
100  1003.426873 ns
101  1003.963234 ns
111  1004.051576 ns
101  1005.466237 ns
001  1102.538696 ns
000  1103.358358 ns
010  1103.4467 ns
011  1103.9629 ns
111  1302.538696 ns
110  1303.358358 ns
100  1303.4467 ns
101  1303.9629 ns
100  1403.807035 ns
110  1404.422195 ns
010  1502.538696 ns
110  1503.426873 ns
111  1503.9629 ns
101  1505.466237 ns
#410
111  201.432577 ns
011  202.379426 ns
010  203.811123 ns
000  204.401928 ns
100  302.073962 ns
110  302.825698 ns
010  303.772547 ns
011  303.855725 ns
001  401.432577 ns
000  402.441125 ns
010  402.825698 ns
011  403.811123 ns
010  502.441125 ns
000  502.825698 ns
010  503.03193 ns
110  503.772547 ns
100  601.432577 ns
000  602.073962 ns
010  602.825698 ns
011  603.811123 ns
010  603.855725 ns
000  604.401928 ns
100  702.073962 ns
110  702.825698 ns
010  703.772547 ns
011  703.855725 ns
001  801.432577 ns
000  802.441125 ns
010  802.825698 ns
011  803.811123 ns
001  901.432577 ns
000  902.441125 ns
001  903.811123 ns
000  904.161189 ns
001  1002.441125 ns
011  1002.825698 ns
001  1003.03193 ns
101  1003.772547 ns
111  1101.432577 ns
011  1102.073962 ns
001  1102.825698 ns
000  1103.811123 ns
001  1103.855725 ns
011  1104.401928 ns
001  1301.432577 ns
101  1302.073962 ns
111  1302.825698 ns
110  1303.811123 ns
111  1303.855725 ns
101  1304.401928 ns
111  1401.432577 ns
110  1402.441125 ns
111  1403.811123 ns
110  1404.161189 ns
010  1502.073962 ns
000  1502.825698 ns
100  1503.772547 ns
101  1503.855725 ns
#411
111  200.857247 ns
110  201.427332 ns
010  202.665558 ns
000  203.858488 ns
100  301.586547 ns
101  302.638491 ns
111  302.779477 ns
011  303.725794 ns
001  400.857247 ns
000  401.578255 ns
100  401.586547 ns
110  401.751008 ns
111  402.638491 ns
011  402.665558 ns
010  501.578255 ns
110  501.586547 ns
100  501.751008 ns
101  502.321093 ns
100  502.638491 ns
110  502.779477 ns
100  600.857247 ns
101  601.427332 ns
001  601.586547 ns
000  602.638491 ns
100  602.665558 ns
000  603.725794 ns
100  701.586547 ns
101  702.638491 ns
111  702.779477 ns
011  703.725794 ns
001  800.857247 ns
000  801.578255 ns
100  801.586547 ns
110  801.751008 ns
111  802.638491 ns
011  802.665558 ns
001  900.857247 ns
000  901.578255 ns
010  901.751008 ns
000  903.858488 ns
001  1001.578255 ns
101  1001.586547 ns
111  1001.751008 ns
110  1002.321093 ns
111  1002.638491 ns
101  1002.779477 ns
111  1100.857247 ns
110  1101.427332 ns
010  1101.586547 ns
011  1102.638491 ns
111  1102.665558 ns
011  1103.725794 ns
001  1300.857247 ns
000  1301.427332 ns
100  1301.586547 ns
101  1302.638491 ns
001  1302.665558 ns
101  1303.725794 ns
111  1400.857247 ns
110  1401.578255 ns
100  1401.751008 ns
110  1403.858488 ns
010  1501.586547 ns
011  1502.638491 ns
001  1502.779477 ns
101  1503.725794 ns
#412
111  202.20777 ns
110  203.39822 ns
010  203.922591 ns
000  205.32322 ns
001  303.066352 ns
101  303.108613 ns
001  303.709429 ns
011  305.110058 ns
001  503.443838 ns
101  503.709429 ns
100  504.634288 ns
110  505.110058 ns
100  602.20777 ns
101  603.066352 ns
001  603.108613 ns
000  603.39822 ns
001  703.066352 ns
101  703.108613 ns
001  703.709429 ns
011  705.110058 ns
010  903.88033 ns
000  905.32322 ns
010  1003.443838 ns
110  1003.709429 ns
111  1004.634288 ns
101  1005.110058 ns
111  1102.20777 ns
110  1103.066352 ns
010  1103.108613 ns
011  1103.39822 ns
001  1302.20777 ns
000  1303.066352 ns
100  1303.108613 ns
101  1303.39822 ns
100  1403.88033 ns
110  1405.32322 ns
111  1503.066352 ns
011  1503.108613 ns
111  1503.709429 ns
101  1505.110058 ns
#413
001  201.70658 ns
011  202.320346 ns
001  203.823114 ns
000  204.420973 ns
001  302.185852 ns
101  302.53682 ns
001  302.551977 ns
011  303.150586 ns
010  401.340455 ns
110  401.70658 ns
100  402.045523 ns
101  402.185852 ns
001  402.551977 ns
011  403.823114 ns
010  501.340455 ns
110  501.70658 ns
100  502.045523 ns
101  502.185852 ns
001  502.53682 ns
101  502.551977 ns
100  502.643382 ns
110  503.150586 ns
111  602.185852 ns
011  602.551977 ns
001  603.823114 ns
000  604.420973 ns
001  702.185852 ns
101  702.53682 ns
001  702.551977 ns
011  703.150586 ns
010  801.340455 ns
110  801.70658 ns
100  802.045523 ns
101  802.185852 ns
001  802.551977 ns
011  803.823114 ns
010  901.340455 ns
000  902.045523 ns
010  902.320346 ns
000  903.823114 ns
001  1001.340455 ns
101  1001.70658 ns
111  1002.045523 ns
110  1002.185852 ns
010  1002.53682 ns
110  1002.551977 ns
111  1002.643382 ns
101  1003.150586 ns
100  1102.185852 ns
000  1102.551977 ns
010  1103.823114 ns
011  1104.420973 ns
010  1302.185852 ns
110  1302.551977 ns
100  1303.823114 ns
101  1304.420973 ns
100  1401.340455 ns
110  1402.045523 ns
100  1402.320346 ns
110  1403.823114 ns
111  1502.185852 ns
011  1502.53682 ns
111  1502.551977 ns
101  1503.150586 ns
#414
001  202.396345 ns
011  202.604314 ns
010  204.362366 ns
000  204.363399 ns
001  301.868286 ns
101  302.111165 ns
001  303.056913 ns
011  303.264882 ns
010  503.007157 ns
000  503.00819 ns
100  503.056913 ns
110  503.264882 ns
111  601.868286 ns
011  602.111165 ns
010  604.362366 ns
000  604.363399 ns
001  701.868286 ns
101  702.111165 ns
001  703.056913 ns
011  703.264882 ns
010  902.153466 ns
000  902.604314 ns
001  1003.007157 ns
011  1003.00819 ns
111  1003.056913 ns
101  1003.264882 ns
100  1101.868286 ns
000  1102.111165 ns
001  1104.362366 ns
011  1104.363399 ns
010  1301.868286 ns
110  1302.111165 ns
111  1304.362366 ns
101  1304.363399 ns
100  1402.153466 ns
110  1402.604314 ns
111  1501.868286 ns
011  1502.111165 ns
111  1503.056913 ns
101  1503.264882 ns
#415
100  202.781358 ns
000  203.351779 ns
010  204.065958 ns
000  205.885203 ns
001  303.303788 ns
101  303.820866 ns
001  305.121716 ns
011  305.835895 ns
111  403.351779 ns
011  405.121716 ns
010  502.08909 ns
110  505.121716 ns
100  505.192935 ns
110  505.835895 ns
111  602.781358 ns
110  603.303788 ns
010  603.351779 ns
110  603.820866 ns
010  605.121716 ns
000  605.885203 ns
001  703.303788 ns
101  703.820866 ns
001  705.121716 ns
011  705.835895 ns
111  803.351779 ns
011  805.121716 ns
010  902.834701 ns
000  904.065958 ns
001  1002.08909 ns
101  1005.121716 ns
111  1005.192935 ns
101  1005.835895 ns
100  1102.781358 ns
101  1103.303788 ns
001  1103.351779 ns
101  1103.820866 ns
001  1105.121716 ns
011  1105.885203 ns
010  1302.781358 ns
011  1303.303788 ns
111  1303.351779 ns
011  1303.820866 ns
111  1305.121716 ns
101  1305.885203 ns
100  1402.834701 ns
110  1404.065958 ns
111  1503.303788 ns
011  1503.820866 ns
111  1505.121716 ns
101  1505.835895 ns
#416
111  201.257991 ns
110  202.485109 ns
100  205.343773 ns
000  206.305158 ns
001  301.623291 ns
101  303.207871 ns
111  303.599142 ns
011  304.560527 ns
010  401.623291 ns
110  403.207871 ns
111  404.720578 ns
011  406.305158 ns
010  501.623291 ns
000  502.374725 ns
100  503.207871 ns
110  503.599142 ns
111  503.601843 ns
011  504.560527 ns
010  504.720578 ns
110  506.305158 ns
100  601.257991 ns
101  601.623291 ns
100  602.485109 ns
000  603.207871 ns
001  701.623291 ns
101  703.207871 ns
111  703.599142 ns
011  704.560527 ns
010  801.623291 ns
110  803.207871 ns
111  804.720578 ns
011  806.305158 ns
010  904.720578 ns
000  905.343773 ns
001  1001.623291 ns
011  1002.374725 ns
111  1003.207871 ns
101  1003.599142 ns
100  1003.601843 ns
000  1004.560527 ns
001  1004.720578 ns
101  1006.305158 ns
111  1101.257991 ns
110  1101.623291 ns
111  1102.485109 ns
011  1103.207871 ns
001  1301.257991 ns
000  1301.623291 ns
001  1302.485109 ns
101  1303.207871 ns
100  1404.720578 ns
110  1405.343773 ns
111  1501.623291 ns
011  1503.207871 ns
001  1503.599142 ns
101  1504.560527 ns
#417
111  201.868597 ns
101  202.662328 ns
001  203.926133 ns
000  205.501124 ns
010  300.669682 ns
110  302.727218 ns
111  303.928135 ns
011  305.043363 ns
001  400.669682 ns
011  401.868597 ns
001  402.138025 ns
011  402.662328 ns
010  402.810905 ns
011  403.928135 ns
001  500.669682 ns
011  502.138025 ns
111  502.727218 ns
110  502.810905 ns
111  503.928135 ns
110  504.976821 ns
100  600.669682 ns
110  601.868597 ns
100  602.662328 ns
101  603.928135 ns
001  605.043363 ns
000  605.501124 ns
010  700.669682 ns
110  702.727218 ns
111  703.928135 ns
011  705.043363 ns
001  800.669682 ns
011  801.868597 ns
001  802.138025 ns
011  802.662328 ns
010  802.810905 ns
011  803.928135 ns
001  901.868597 ns
011  902.138025 ns
001  902.662328 ns
000  902.810905 ns
010  1000.669682 ns
000  1002.138025 ns
100  1002.727218 ns
101  1002.810905 ns
100  1003.928135 ns
101  1004.976821 ns
111  1100.669682 ns
101  1101.868597 ns
111  1102.662328 ns
110  1103.928135 ns
010  1105.043363 ns
011  1105.501124 ns
001  1300.669682 ns
011  1301.868597 ns
001  1302.662328 ns
000  1303.928135 ns
100  1305.043363 ns
101  1305.501124 ns
111  1401.868597 ns
101  1402.138025 ns
111  1402.662328 ns
110  1402.810905 ns
100  1500.669682 ns
000  1502.727218 ns
001  1503.928135 ns
101  1505.043363 ns
#418
111  201.575095 ns
011  203.366016 ns
001  203.697717 ns
000  207.031925 ns
010  301.131263 ns
110  302.065845 ns
010  302.922184 ns
011  303.78014 ns
111  402.065845 ns
101  402.346609 ns
001  403.366016 ns
011  403.697717 ns
001  501.131263 ns
101  502.065845 ns
111  502.346609 ns
011  502.922184 ns
111  503.366016 ns
110  505.680817 ns
010  602.065845 ns
000  603.697717 ns
001  603.78014 ns
000  607.031925 ns
010  701.131263 ns
110  702.065845 ns
010  702.922184 ns
011  703.78014 ns
111  802.065845 ns
101  802.346609 ns
001  803.366016 ns
011  803.697717 ns
001  901.575095 ns
011  902.346609 ns
001  903.697717 ns
000  905.080311 ns
010  1001.131263 ns
110  1002.065845 ns
100  1002.346609 ns
000  1002.922184 ns
100  1003.366016 ns
101  1005.680817 ns
001  1102.065845 ns
011  1103.697717 ns
010  1103.78014 ns
011  1107.031925 ns
111  1302.065845 ns
101  1303.697717 ns
100  1303.78014 ns
101  1307.031925 ns
111  1401.575095 ns
101  1402.346609 ns
111  1403.697717 ns
110  1405.080311 ns
100  1501.131263 ns
000  1502.065845 ns
100  1502.922184 ns
101  1503.78014 ns
#419
111  201.393159 ns
101  202.4351 ns
100  203.542178 ns
000  203.626843 ns
100  301.172943 ns
110  302.067664 ns
111  302.334989 ns
011  303.259407 ns
111  401.172943 ns
101  401.393159 ns
100  402.334989 ns
110  402.802524 ns
010  403.626843 ns
011  404.788889 ns
111  501.172943 ns
101  502.067664 ns
100  502.334989 ns
110  502.802524 ns
010  503.259407 ns
110  503.626843 ns
111  504.788889 ns
110  504.951543 ns
010  601.172943 ns
000  601.393159 ns
001  602.334989 ns
000  603.542178 ns
100  701.172943 ns
110  702.067664 ns
111  702.334989 ns
011  703.259407 ns
111  801.172943 ns
101  801.393159 ns
100  802.334989 ns
110  802.802524 ns
010  803.626843 ns
011  804.788889 ns
001  901.393159 ns
011  902.4351 ns
001  902.802524 ns
000  904.788889 ns
100  1001.172943 ns
110  1002.067664 ns
111  1002.334989 ns
101  1002.802524 ns
001  1003.259407 ns
101  1003.626843 ns
100  1004.788889 ns
101  1004.951543 ns
001  1101.172943 ns
011  1101.393159 ns
010  1102.334989 ns
011  1103.542178 ns
111  1301.172943 ns
101  1301.393159 ns
100  1302.334989 ns
101  1303.542178 ns
111  1401.393159 ns
101  1402.4351 ns
111  1402.802524 ns
110  1404.788889 ns
010  1501.172943 ns
000  1502.067664 ns
001  1502.334989 ns
101  1503.259407 ns
#420
111  202.848425 ns
011  203.009789 ns
001  203.304441 ns
000  204.282263 ns
001  301.212699 ns
101  301.577735 ns
001  304.18989 ns
011  304.484542 ns
010  401.212699 ns
110  401.577735 ns
111  402.644753 ns
011  403.009789 ns
010  501.212699 ns
110  501.577735 ns
111  502.644753 ns
011  503.009789 ns
001  503.520323 ns
101  504.18989 ns
111  504.484542 ns
110  504.954161 ns
111  601.212699 ns
011  601.577735 ns
001  602.848425 ns
000  604.282263 ns
001  701.212699 ns
101  701.577735 ns
001  704.18989 ns
011  704.484542 ns
010  801.212699 ns
110  801.577735 ns
111  802.644753 ns
011  803.009789 ns
010  902.644753 ns
000  903.304441 ns
001  1001.212699 ns
101  1001.577735 ns
100  1002.644753 ns
000  1003.009789 ns
010  1003.520323 ns
110  1004.18989 ns
100  1004.484542 ns
101  1004.954161 ns
100  1101.212699 ns
000  1101.577735 ns
010  1102.848425 ns
011  1104.282263 ns
010  1301.212699 ns
110  1301.577735 ns
100  1302.848425 ns
101  1304.282263 ns
100  1402.644753 ns
110  1403.304441 ns
111  1501.212699 ns
011  1501.577735 ns
111  1504.18989 ns
101  1504.484542 ns
#421
111  201.591137 ns
101  203.366389 ns
001  203.638692 ns
000  204.359813 ns
001  302.562724 ns
011  302.995069 ns
111  303.242544 ns
011  303.267372 ns
001  401.591137 ns
011  402.164176 ns
010  402.562724 ns
011  402.958872 ns
001  502.164176 ns
000  502.562724 ns
001  502.958872 ns
011  502.995069 ns
111  503.267372 ns
110  504.932852 ns
100  601.591137 ns
101  602.562724 ns
001  603.242544 ns
000  604.359813 ns
001  702.562724 ns
011  702.995069 ns
111  703.242544 ns
011  703.267372 ns
001  801.591137 ns
011  802.164176 ns
010  802.562724 ns
011  802.958872 ns
001  901.591137 ns
011  902.164176 ns
010  902.958872 ns
000  903.366389 ns
010  1002.164176 ns
011  1002.562724 ns
010  1002.958872 ns
000  1002.995069 ns
100  1003.267372 ns
101  1004.932852 ns
111  1101.591137 ns
110  1102.562724 ns
010  1103.242544 ns
011  1104.359813 ns
001  1301.591137 ns
000  1302.562724 ns
100  1303.242544 ns
101  1304.359813 ns
111  1401.591137 ns
101  1402.164176 ns
100  1402.958872 ns
110  1403.366389 ns
111  1502.562724 ns
101  1502.995069 ns
001  1503.242544 ns
101  1503.267372 ns
#422
001  201.548268 ns
000  203.471907 ns
010  203.64877 ns
000  204.084247 ns
100  301.618938 ns
000  302.098701 ns
001  303.65783 ns
011  304.154917 ns
111  501.618938 ns
110  503.338725 ns
100  503.515588 ns
110  504.154917 ns
010  602.098701 ns
011  603.471907 ns
001  603.64877 ns
000  603.65783 ns
100  701.618938 ns
000  702.098701 ns
001  703.65783 ns
011  704.154917 ns
010  903.107397 ns
000  904.084247 ns
100  1001.618938 ns
101  1003.338725 ns
111  1003.515588 ns
101  1004.154917 ns
001  1102.098701 ns
000  1103.471907 ns
010  1103.64877 ns
011  1103.65783 ns
111  1302.098701 ns
110  1303.471907 ns
100  1303.64877 ns
101  1303.65783 ns
100  1403.107397 ns
110  1404.084247 ns
010  1501.618938 ns
110  1502.098701 ns
111  1503.65783 ns
101  1504.154917 ns
#423
111  202.319922 ns
011  202.475809 ns
001  203.02135 ns
000  203.324068 ns
100  301.465737 ns
110  302.011278 ns
010  303.129504 ns
011  303.388949 ns
001  402.319922 ns
011  403.235565 ns
111  501.465737 ns
101  502.011278 ns
111  503.235565 ns
110  504.239711 ns
100  602.319922 ns
000  603.129504 ns
001  603.324068 ns
000  603.388949 ns
100  701.465737 ns
110  702.011278 ns
010  703.129504 ns
011  703.388949 ns
001  802.319922 ns
011  803.235565 ns
001  902.319922 ns
000  902.735254 ns
010  903.02135 ns
000  903.235565 ns
100  1001.465737 ns
110  1002.011278 ns
100  1003.235565 ns
101  1004.239711 ns
111  1102.319922 ns
011  1103.129504 ns
010  1103.324068 ns
011  1103.388949 ns
001  1302.319922 ns
101  1303.129504 ns
100  1303.324068 ns
101  1303.388949 ns
111  1402.319922 ns
110  1402.735254 ns
100  1403.02135 ns
110  1403.235565 ns
010  1501.465737 ns
000  1502.011278 ns
100  1503.129504 ns
101  1503.388949 ns
#424
111  202.987069 ns
011  203.078349 ns
010  203.763435 ns
000  204.629813 ns
100  301.457434 ns
101  301.657258 ns
001  302.958872 ns
011  304.510336 ns
111  401.457434 ns
110  401.657258 ns
010  403.078349 ns
011  403.278173 ns
111  501.457434 ns
110  501.657258 ns
100  502.66786 ns
000  502.958872 ns
100  503.078349 ns
101  503.278173 ns
100  503.444226 ns
110  504.510336 ns
010  601.457434 ns
011  601.657258 ns
001  602.987069 ns
000  603.763435 ns
100  701.457434 ns
101  701.657258 ns
001  702.958872 ns
011  704.510336 ns
111  801.457434 ns
110  801.657258 ns
010  803.078349 ns
011  803.278173 ns
010  903.278173 ns
000  904.629813 ns
100  1001.457434 ns
101  1001.657258 ns
111  1002.66786 ns
011  1002.958872 ns
111  1003.078349 ns
110  1003.278173 ns
111  1003.444226 ns
101  1004.510336 ns
001  1101.457434 ns
000  1101.657258 ns
010  1102.987069 ns
011  1103.763435 ns
111  1301.457434 ns
110  1301.657258 ns
100  1302.987069 ns
101  1303.763435 ns
100  1403.278173 ns
110  1404.629813 ns
010  1501.457434 ns
011  1501.657258 ns
111  1502.958872 ns
101  1504.510336 ns
#425
111  201.665831 ns
101  201.755952 ns
100  201.774718 ns
000  203.080006 ns
010  301.06904 ns
110  302.448468 ns
010  302.483215 ns
011  302.787664 ns
001  401.06904 ns
011  401.665831 ns
001  401.755952 ns
000  401.774718 ns
010  403.020681 ns
011  403.039447 ns
001  501.06904 ns
101  502.483215 ns
111  503.020681 ns
110  503.039447 ns
100  601.06904 ns
110  601.665831 ns
100  601.755952 ns
101  601.774718 ns
001  602.448468 ns
000  602.787664 ns
010  701.06904 ns
110  702.448468 ns
010  702.483215 ns
011  702.787664 ns
001  801.06904 ns
011  801.665831 ns
001  801.755952 ns
000  801.774718 ns
010  803.020681 ns
011  803.039447 ns
001  901.665831 ns
011  901.755952 ns
010  901.774718 ns
000  903.020681 ns
001  903.039447 ns
000  903.419202 ns
010  1001.06904 ns
110  1002.483215 ns
100  1003.020681 ns
101  1003.039447 ns
111  1101.06904 ns
101  1101.665831 ns
111  1101.755952 ns
110  1101.774718 ns
010  1102.448468 ns
011  1102.787664 ns
001  1301.06904 ns
011  1301.665831 ns
001  1301.755952 ns
000  1301.774718 ns
100  1302.448468 ns
101  1302.787664 ns
111  1401.665831 ns
101  1401.755952 ns
100  1401.774718 ns
110  1403.020681 ns
111  1403.039447 ns
110  1403.419202 ns
100  1501.06904 ns
000  1502.448468 ns
100  1502.483215 ns
101  1502.787664 ns
#426
001  203.155199 ns
000  203.252053 ns
010  203.618377 ns
000  206.240396 ns
100  302.947838 ns
101  305.223114 ns
001  305.399381 ns
011  305.862559 ns
111  403.155199 ns
101  403.618377 ns
001  405.399381 ns
011  405.862559 ns
010  503.143721 ns
110  505.399381 ns
100  505.862559 ns
110  506.132064 ns
010  602.947838 ns
110  603.155199 ns
111  603.252053 ns
101  603.618377 ns
100  605.223114 ns
000  605.399381 ns
010  605.862559 ns
000  606.240396 ns
100  702.947838 ns
101  705.223114 ns
001  705.399381 ns
011  705.862559 ns
111  803.155199 ns
101  803.618377 ns
001  805.399381 ns
011  805.862559 ns
001  903.618377 ns
000  905.430475 ns
001  1003.143721 ns
101  1005.399381 ns
111  1005.862559 ns
101  1006.132064 ns
001  1102.947838 ns
101  1103.155199 ns
100  1103.252053 ns
110  1103.618377 ns
111  1105.223114 ns
011  1105.399381 ns
001  1105.862559 ns
011  1106.240396 ns
111  1302.947838 ns
011  1303.155199 ns
010  1303.252053 ns
000  1303.618377 ns
001  1305.223114 ns
101  1305.399381 ns
111  1305.862559 ns
101  1306.240396 ns
111  1403.618377 ns
110  1405.430475 ns
010  1502.947838 ns
011  1505.223114 ns
111  1505.399381 ns
101  1505.862559 ns
#427
111  200.611334 ns
101  201.503553 ns
001  201.524404 ns
000  202.42461 ns
010  301.669208 ns
110  301.690059 ns
010  302.099998 ns
011  302.353634 ns
001  400.611334 ns
011  401.364079 ns
111  401.524404 ns
011  402.099998 ns
001  501.364079 ns
101  501.524404 ns
111  501.669208 ns
011  501.690059 ns
111  502.099998 ns
110  503.177355 ns
100  600.611334 ns
000  602.099998 ns
001  602.353634 ns
000  602.42461 ns
010  701.669208 ns
110  701.690059 ns
010  702.099998 ns
011  702.353634 ns
001  800.611334 ns
011  801.364079 ns
111  801.524404 ns
011  802.099998 ns
001  900.611334 ns
011  901.364079 ns
001  901.503553 ns
000  901.77804 ns
010  1001.364079 ns
110  1001.524404 ns
100  1001.669208 ns
000  1001.690059 ns
100  1002.099998 ns
101  1003.177355 ns
111  1100.611334 ns
011  1102.099998 ns
010  1102.353634 ns
011  1102.42461 ns
001  1300.611334 ns
101  1302.099998 ns
100  1302.353634 ns
101  1302.42461 ns
111  1400.611334 ns
101  1401.364079 ns
111  1401.503553 ns
110  1401.77804 ns
100  1501.669208 ns
000  1501.690059 ns
100  1502.099998 ns
101  1502.353634 ns
#428
001  200.863971 ns
011  201.052962 ns
001  201.067202 ns
000  202.861361 ns
100  301.148945 ns
110  301.337936 ns
111  301.830066 ns
011  301.867457 ns
010  400.82658 ns
110  400.863971 ns
111  401.830066 ns
011  401.867457 ns
001  500.807739 ns
000  500.82658 ns
100  500.863971 ns
000  501.148945 ns
010  501.337936 ns
011  501.830066 ns
111  501.867457 ns
110  502.601898 ns
100  601.067202 ns
101  601.830066 ns
001  601.867457 ns
000  602.861361 ns
100  701.148945 ns
110  701.337936 ns
111  701.830066 ns
011  701.867457 ns
010  800.82658 ns
110  800.863971 ns
111  801.830066 ns
011  801.867457 ns
010  900.82658 ns
000  901.052962 ns
010  1000.807739 ns
011  1000.82658 ns
111  1000.863971 ns
011  1001.148945 ns
001  1001.337936 ns
000  1001.830066 ns
100  1001.867457 ns
101  1002.601898 ns
111  1101.067202 ns
110  1101.830066 ns
010  1101.867457 ns
011  1102.861361 ns
001  1301.067202 ns
000  1301.830066 ns
100  1301.867457 ns
101  1302.861361 ns
100  1400.82658 ns
110  1401.052962 ns
010  1501.148945 ns
000  1501.337936 ns
001  1501.830066 ns
101  1501.867457 ns
#429
111  203.221626 ns
110  203.807846 ns
100  204.127043 ns
000  204.285918 ns
010  303.274892 ns
110  303.719711 ns
111  303.854481 ns
011  304.339184 ns
010  502.677827 ns
000  502.997024 ns
010  503.274892 ns
110  504.339184 ns
010  603.719711 ns
011  603.807846 ns
010  603.854481 ns
000  604.127043 ns
010  703.274892 ns
110  703.719711 ns
111  703.854481 ns
011  704.339184 ns
001  903.221626 ns
000  904.420688 ns
001  1002.677827 ns
011  1002.997024 ns
001  1003.274892 ns
101  1004.339184 ns
001  1103.719711 ns
000  1103.807846 ns
001  1103.854481 ns
011  1104.127043 ns
111  1303.719711 ns
110  1303.807846 ns
111  1303.854481 ns
101  1304.127043 ns
111  1403.221626 ns
110  1404.420688 ns
100  1503.274892 ns
000  1503.719711 ns
001  1503.854481 ns
101  1504.339184 ns
#430
111  200.491025 ns
101  201.457029 ns
001  202.060137 ns
000  204.794491 ns
010  300.022674 ns
110  300.625782 ns
111  302.748063 ns
011  303.42375 ns
001  400.022674 ns
011  400.491025 ns
111  400.625782 ns
110  401.38445 ns
100  401.457029 ns
110  401.571267 ns
010  402.060137 ns
011  402.748063 ns
001  500.022674 ns
101  500.625782 ns
100  501.38445 ns
110  501.571267 ns
111  502.748063 ns
110  505.874733 ns
100  600.022674 ns
110  600.491025 ns
010  600.625782 ns
000  601.457029 ns
100  602.060137 ns
101  602.748063 ns
001  603.42375 ns
000  604.794491 ns
010  700.022674 ns
110  700.625782 ns
111  702.748063 ns
011  703.42375 ns
001  800.022674 ns
011  800.491025 ns
111  800.625782 ns
110  801.38445 ns
100  801.457029 ns
110  801.571267 ns
010  802.060137 ns
011  802.748063 ns
001  900.491025 ns
000  901.38445 ns
010  901.457029 ns
000  901.571267 ns
010  1000.022674 ns
110  1000.625782 ns
111  1001.38445 ns
101  1001.571267 ns
100  1002.748063 ns
101  1005.874733 ns
111  1100.022674 ns
101  1100.491025 ns
001  1100.625782 ns
011  1101.457029 ns
111  1102.060137 ns
110  1102.748063 ns
010  1103.42375 ns
011  1104.794491 ns
001  1300.022674 ns
011  1300.491025 ns
111  1300.625782 ns
